id,prigozhin_id,datetime,from,to,text
1304,#1851,2023-06-26T14:42:12Z,01:53.040,01:56.680,"в Министерство Обороны, перешли."
1304,#1851,2023-06-26T14:42:12Z,01:56.680,02:04.640,"Но это минимальное количество, исчисляемое процентом-двумя."
1304,#1851,2023-06-26T14:42:12Z,02:04.640,02:08.520,"Все доводы, которые были для того, чтобы сохранить"
1304,#1851,2023-06-26T14:42:12Z,02:08.520,02:13.920,"Чувака Вагнер в целости и сохранности, были использованы."
1304,#1851,2023-06-26T14:42:12Z,02:13.920,02:16.760,Но ни один не был реализован.
1304,#1851,2023-06-26T14:42:12Z,02:16.760,02:20.480,"В попытках войти в любую другую структуру, где мы"
1304,#1851,2023-06-26T14:42:12Z,02:20.480,02:24.440,сумеем приносить действительно пользу.
1304,#1851,2023-06-26T14:42:12Z,02:24.440,02:32.520,"Мы были категорически против того, что хотят сделать."
1304,#1851,2023-06-26T14:42:12Z,02:32.520,02:36.160,При этом решение о переходе в Минобороны и понимая наш
1304,#1851,2023-06-26T14:42:12Z,02:36.160,02:39.920,"настрой о закрытии Чувака Вагнер, было принято в самые"
1304,#1851,2023-06-26T14:42:12Z,02:39.920,02:41.240,неподходящие моменты.
1304,#1851,2023-06-26T14:42:12Z,02:41.240,02:48.080,"Тем не менее, мы выставляли технику на травы, собирали"
1304,#1851,2023-06-26T14:42:12Z,02:48.080,02:52.520,"все, что необходимо, делали инвентаризацию и собирались,"
1304,#1851,2023-06-26T14:42:12Z,02:52.520,03:00.560,"в случае, если решение не будет принято, выйти 30 июня"
1304,#1851,2023-06-26T14:42:12Z,03:00.560,03:06.360,колонной в Ростов и публично передать технику около
1304,#1851,2023-06-26T14:42:12Z,03:06.360,03:12.160,штаба СВО.
1304,#1851,2023-06-26T14:42:12Z,03:12.160,03:16.440,"Несмотря на то, что мы не проявляли никакой агрессии,"
1304,#1851,2023-06-26T14:42:12Z,03:16.440,03:21.560,по нам был нанесен ракетный удар.
1304,#1851,2023-06-26T14:42:12Z,03:21.560,03:25.720,И сразу после этого отработали вертолеты.
1304,#1851,2023-06-26T14:42:12Z,03:25.720,03:33.560,Около 30 человек бойцов Чувака Вагнер погибли.
1304,#1851,2023-06-26T14:42:12Z,03:33.560,03:35.080,Некоторые получили ранения.
1304,#1851,2023-06-26T14:42:12Z,03:35.080,03:41.120,"Это послужило триггером того, что незамедлительно"
1304,#1851,2023-06-26T14:42:12Z,03:41.120,03:45.080,"Совет командиров принял решение, что мы должны выдвигаться"
1304,#1851,2023-06-26T14:42:12Z,03:45.080,03:46.080,немедленно.
1304,#1851,2023-06-26T14:42:12Z,03:46.080,03:52.360,"Я сделал заявление, в котором сказал о том, что мы не собираемся"
1304,#1851,2023-06-26T14:42:12Z,03:52.360,03:56.120,никаким образом выявлять агрессию.
1304,#1851,2023-06-26T14:42:12Z,03:56.120,04:00.160,"Но если по нам будут наноситься удары, то будем воспринимать"
1304,#1851,2023-06-26T14:42:12Z,04:00.160,04:04.160,это как попытку уничтожения и давать ответ.
1304,#1851,2023-06-26T14:42:12Z,04:04.160,04:13.480,"Во время всего марша, который длился 24 часа, одна из колонн"
1304,#1851,2023-06-26T14:42:12Z,04:13.480,04:17.640,"вышла в Ростов, другая в направлении Москвы."
1304,#1851,2023-06-26T14:42:12Z,04:17.640,04:21.200,За сутки мы прошли 780 километров.
1304,#1851,2023-06-26T14:42:12Z,04:21.200,04:28.240,Не был убит ни один солдат на земле.
1304,#1851,2023-06-26T14:42:12Z,04:28.240,04:33.360,"Мы сожалеем о том, что мы вынуждены были наносить"
1304,#1851,2023-06-26T14:42:12Z,04:33.360,04:37.560,удары по авиационным средствам.
1304,#1851,2023-06-26T14:42:12Z,04:37.560,04:43.840,Но эти средства бросали бомбы и наносили ракетные
1304,#1851,2023-06-26T14:42:12Z,04:43.840,04:44.840,удары.
1304,#1851,2023-06-26T14:42:12Z,04:44.840,04:52.160,"В течение суток мы прошли 780 километров, не доходя"
1304,#1851,2023-06-26T14:42:12Z,04:52.160,04:54.360,200 с небольшим километров до Москвы.
1304,#1851,2023-06-26T14:42:12Z,04:54.360,05:04.320,За это время были блокированы и обезврежены все военные
1304,#1851,2023-06-26T14:42:12Z,05:04.320,05:06.200,"объекты, которые находились по дороге."
1304,#1851,2023-06-26T14:42:12Z,05:06.200,05:13.280,"Не погиб никто, еще раз повторяю, из тех, кто находился"
1304,#1851,2023-06-26T14:42:12Z,05:13.280,05:14.280,на земле.
1304,#1851,2023-06-26T14:42:12Z,05:14.280,05:16.320,И в этом была наша задача.
1304,#1851,2023-06-26T14:42:12Z,05:16.320,05:21.520,"Среди бойцов ЧВК ""Вагнер"" несколько человек ранены"
1304,#1851,2023-06-26T14:42:12Z,05:21.520,05:26.040,"и двое погибших, которые присоединились к нам, военнослужащие"
1304,#1851,2023-06-26T14:42:12Z,05:26.040,05:27.960,и Минобороны по собственному желанию.
1304,#1851,2023-06-26T14:42:12Z,05:27.960,05:32.880,"Никто из бойцов ЧВК ""Вагнер"" не принуждался к этому"
1304,#1851,2023-06-26T14:42:12Z,05:32.880,05:36.480,походу и все знали его конечную цель.
1304,#1851,2023-06-26T14:42:12Z,05:36.480,05:43.560,"Целью похода было не допустить уничтожения ЧВК ""Вагнер"""
1304,#1851,2023-06-26T14:42:12Z,05:43.560,05:47.600,"и привлечь к ответственности тех лиц, которые своими"
1304,#1851,2023-06-26T14:42:12Z,05:47.600,05:52.160,непрофессиональными действиями совершили огромное количество
1304,#1851,2023-06-26T14:42:12Z,05:52.160,05:54.760,ошибок в ходе СВО.
1304,#1851,2023-06-26T14:42:12Z,05:54.760,06:02.160,"Это требовало общественность, все военнослужащие, которые"
1304,#1851,2023-06-26T14:42:12Z,06:02.160,06:07.840,"видели нас во время марша, поддерживали нас."
1304,#1851,2023-06-26T14:42:12Z,06:07.840,06:12.800,"Мы не дошли около 200 километров до Москвы, пройдя 780 километров"
1304,#1851,2023-06-26T14:42:12Z,06:12.800,06:17.400,в одном и другом направлении.
1304,#1851,2023-06-26T14:42:12Z,06:17.400,06:20.840,"Мы остановились в тот момент, когда первый штурмовой"
1304,#1851,2023-06-26T14:42:12Z,06:20.840,06:26,"отряд, подошедший на 200 километров к Москве, развернул"
1304,#1851,2023-06-26T14:42:12Z,06:26,06:31.120,"свою артиллерию, сделал разведку местности и было"
1304,#1851,2023-06-26T14:42:12Z,06:31.120,06:35.840,"очевидно, что в этот момент прольется много крови."
1304,#1851,2023-06-26T14:42:12Z,06:35.840,06:41.320,"Поэтому мы посчитали, что демонстрация того, что мы"
1304,#1851,2023-06-26T14:42:12Z,06:41.320,06:44.960,"собирались сделать, она достаточна."
1304,#1851,2023-06-26T14:42:12Z,06:44.960,06:51.240,И нашим решением развернуться были два важнейших фактора.
1304,#1851,2023-06-26T14:42:12Z,06:51.240,06:58.160,"Первый фактор - это то, что мы не хотели пролить русскую"
1304,#1851,2023-06-26T14:42:12Z,06:58.160,06:59.160,кровь.
1304,#1851,2023-06-26T14:42:12Z,06:59.160,07:09.240,"Второй фактор - мы шли для демонстрации своего протеста,"
1304,#1851,2023-06-26T14:42:12Z,07:09.240,07:14.040,а не для свержения власти в стране.
1304,#1851,2023-06-26T14:42:12Z,07:14.040,07:20.880,В это время Александр Григорьевич Лукашенко протянул руку
1304,#1851,2023-06-26T14:42:12Z,07:20.880,07:27.920,и предложил найти пути решения для дальнейшей работы ЧВК
1304,#1851,2023-06-26T14:42:12Z,07:27.920,07:33.840,"""Вагнер"" в законной юрисдикции."
1304,#1851,2023-06-26T14:42:12Z,07:33.840,07:39.680,Колонны развернулись назад и ушли в полевые лагеря.
1304,#1851,2023-06-26T14:42:12Z,07:39.680,07:46.680,"Я хочу обратить внимание, что наш марш справедливости"
1304,#1851,2023-06-26T14:42:12Z,07:46.680,07:50.680,"он показал множество тех вещей, о которых мы говорили"
1304,#1851,2023-06-26T14:42:12Z,07:50.680,07:51.960,ранее.
1304,#1851,2023-06-26T14:42:12Z,07:51.960,07:55.320,Серьезнейшие проблемы с безопасностью по всей территории
1304,#1851,2023-06-26T14:42:12Z,07:55.320,07:56.560,страны.
1304,#1851,2023-06-26T14:42:12Z,07:56.560,08:03.640,"Мы блокировали все воинские части аэродрома, которые"
1304,#1851,2023-06-26T14:42:12Z,08:03.640,08:06.560,находились у нас на пути.
1304,#1851,2023-06-26T14:42:12Z,08:06.560,08:18.320,"За 24 часа мы прошли то расстояние, которое соответствует расстоянию"
1304,#1851,2023-06-26T14:42:12Z,08:18.320,08:24.080,от места старта российских войск 24 февраля 22 года
1304,#1851,2023-06-26T14:42:12Z,08:24.080,08:29.120,до Киева и от этой же точки до Ужгорода.
1304,#1851,2023-06-26T14:42:12Z,08:29.120,08:39.080,"Поэтому, если бы действие 24 февраля 22 года во время"
1304,#1851,2023-06-26T14:42:12Z,08:39.080,08:45.200,начала спецоперации выполняло подразделение по уровню
1304,#1851,2023-06-26T14:42:12Z,08:45.200,08:50.320,"обученности, по уровню моральной собранности и"
1304,#1851,2023-06-26T14:42:12Z,08:50.320,08:54.560,"готовности к выполнению задач как ЧВК ""Вагнер"","
1304,#1851,2023-06-26T14:42:12Z,08:54.560,08:59.360,то возможно спецоперация длилась бы сутки.
1304,#1851,2023-06-26T14:42:12Z,08:59.360,09:04.160,"Понятно, что там были и другие проблемы, но мы"
1304,#1851,2023-06-26T14:42:12Z,09:04.160,09:09.440,"показали уровень организации, которая должна соответствовать"
1304,#1851,2023-06-26T14:42:12Z,09:09.440,09:10.680,российская армия.
1304,#1851,2023-06-26T14:42:12Z,09:10.680,09:23.320,"И когда 23-24 июня мы шли мимо российских городов, то"
1304,#1851,2023-06-26T14:42:12Z,09:23.320,09:31.480,мирные жители встречали нас с флагами России и с
1304,#1851,2023-06-26T14:42:12Z,09:31.480,09:35.880,"эмблемами и флагами ЧВК ""Вагнер""."
1304,#1851,2023-06-26T14:42:12Z,09:35.880,09:39.520,"Они все были счастливы, когда мы приходили и когда"
1304,#1851,2023-06-26T14:42:12Z,09:39.520,09:40.520,проходили мимо.
1304,#1851,2023-06-26T14:42:12Z,09:40.520,09:48,"Многие из них до сих пор пишут слова поддержки, а"
1304,#1851,2023-06-26T14:42:12Z,09:48,09:51.960,"некоторые разочарованы в том, что мы остановились,"
1304,#1851,2023-06-26T14:42:12Z,09:51.960,09:58.160,"потому что в марше справедливости, кроме нашей борьбы за существование,"
1304,#1851,2023-06-26T14:42:12Z,09:58.160,10:03.960,они видели поддержку борьбы с бюрократией и другими
1304,#1851,2023-06-26T14:42:12Z,10:03.960,10:11,"недугами, которые сегодня имеются в нашей стране."
1304,#1851,2023-06-26T14:42:12Z,10:11,10:17.920,"Это основные вопросы, на которые я могу дать ответы."
1304,#1851,2023-06-26T14:42:12Z,10:17.920,10:22.920,"Для того, чтобы исключить кривотолки, как в российских"
1304,#1851,2023-06-26T14:42:12Z,10:22.920,10:26.800,"соцсетях и СМИ, так и в зарубежных сетях."
1304,#1851,2023-06-26T14:42:12Z,10:26.800,10:33.560,"Итак, наш марш мы начали из-за несправедливости."
1304,#1851,2023-06-26T14:42:12Z,10:33.560,10:42.400,По дороге на земле мы не убили ни одного солдата.
1304,#1851,2023-06-26T14:42:12Z,10:42.400,10:50.120,"За сутки не дошли всего 200 километров до Москвы,"
1304,#1851,2023-06-26T14:42:12Z,10:50.120,10:55.280,зашли и полностью взяли под контроль город Ростов.
1304,#1851,2023-06-26T14:42:12Z,10:55.280,11:00,Мирные жители были рады нас видеть.
1304,#1851,2023-06-26T14:42:12Z,11:00,11:03.160,"Мы показали мастер-класс, каким образом должно было"
1304,#1851,2023-06-26T14:42:12Z,11:03.160,11:07.560,выглядеть 24 февраля 22 года.
1304,#1851,2023-06-26T14:42:12Z,11:07.560,11:13.040,У нас не было цели свержения существующего режима и
1304,#1851,2023-06-26T14:42:12Z,11:13.040,11:17.240,"законно избранной власти, о чем много раз говорилось."
1304,#1851,2023-06-26T14:42:12Z,11:17.240,11:22.080,"Развернулись мы для того, чтобы не проливать кровь"
1304,#1851,2023-06-26T14:42:12Z,11:22.080,11:23.200,русских солдат.
1298,#1847,2023-06-24T09:18:23Z,00:00.200,00:07.080,По поводу предательства родины президент глубоко ошибся. Мы патриоты своей
1298,#1847,2023-06-24T09:18:23Z,00:07.080,00:14.680,"родины. Мы воевали и воюем. Все бойцы ЧВК ""Вагнер"". И никто не собирается по"
1298,#1847,2023-06-24T09:18:23Z,00:14.680,00:21.200,"требованию президента ФСБ или еще кого-нибудь прийти с повинной, потому что"
1298,#1847,2023-06-24T09:18:23Z,00:21.200,00:26.800,"мы не хотим, чтобы страна жила дальше в коррупции, в обмане и в бюрократии."
1298,#1847,2023-06-24T09:18:23Z,00:26.800,00:32.120,"Когда мы воевали в Африке, нам говорили о том, что нам нужна Африка, а после этого"
1298,#1847,2023-06-24T09:18:23Z,00:32.120,00:36.160,"ее бросили, потому что разворовали все деньги, которые должны были идти на"
1298,#1847,2023-06-24T09:18:23Z,00:36.160,00:41.800,"помощь. Когда нам говорили о том, что мы воеваем с Украиной, мы шли и воевали."
1298,#1847,2023-06-24T09:18:23Z,00:41.800,00:49.040,"Но выяснилось, что боеприпасы, вооружение, все деньги, которые были положены на них,"
1298,#1847,2023-06-24T09:18:23Z,00:49.040,00:54.920,"также разворовываются. А чинуши сидят, экономят их для себя, как раз для того"
1298,#1847,2023-06-24T09:18:23Z,00:54.920,00:59.800,"случая, который наступил сегодня, когда кто-то идет на Москву."
1298,#1847,2023-06-24T09:18:23Z,00:59.800,01:07.800,"Теперь они не экономят ничего, они бьют самолетами и вертолетами по колоннам, где"
1298,#1847,2023-06-24T09:18:23Z,01:07.800,01:15,"идет мирняк. При этом бьют по мирняку, потому что не попадают и бьют куда"
1298,#1847,2023-06-24T09:18:23Z,01:15,01:23.360,"попало. Поэтому мы - патриоты. А те, кто сегодня нам противостоит,"
1298,#1847,2023-06-24T09:18:23Z,01:23.360,01:30.320,"это те, кто собрались вокруг подонков."
1296,#1845,2023-06-24T03:59:18Z,00:00,00:08.480,"Бои происходят в тех местах, где военное руководство дает ложную информацию"
1296,#1845,2023-06-24T03:59:18Z,00:08.480,00:16.680,"бойцам и поэтому происходят стычки. Там, где солдаты встречают нас, Росгвардия и"
1296,#1845,2023-06-24T03:59:18Z,00:16.680,00:24.520,"милиция, то они руками машут радостные и многие из них говорят - мы хотим пойти с"
1296,#1845,2023-06-24T03:59:18Z,00:24.520,00:29.600,"вами. Уже человек 60-70, те, кто к нам присоединился, хотя мы прошли еще"
1296,#1845,2023-06-24T03:59:18Z,00:29.600,00:35.080,"небольшой путь. Я думаю, пол армии готовы пойти с нами."
1295,#1844,2023-06-24T02:13:31Z,00:00.240,00:07.880,На московской трассе один из штурмовых отрядов подвергся обстрелу вертушек.
1295,#1844,2023-06-24T02:13:31Z,00:07.880,00:14.040,"Подразделения КЧВК ""Вагнер"" все целы. Вертушка уничтожена, горит в лесополосе."
1295,#1844,2023-06-24T02:13:31Z,00:14.040,00:21.280,"Я еще раз всех предупреждаю, мы будем воспринимать как угрозу и уничтожать"
1295,#1844,2023-06-24T02:13:31Z,00:21.280,00:28.200,"все вокруг. Нас не смогут уничтожить, у нас есть цели, мы готовы все умереть."
1295,#1844,2023-06-24T02:13:31Z,00:28.200,00:35.820,"Все 25 тысяч, а после этого еще 25 тысяч, потому что мы умираем за родину, мы"
1295,#1844,2023-06-24T02:13:31Z,00:35.820,00:41.600,"умираем за русский народ, который надо освободить от тех людей, которые бьют по"
1295,#1844,2023-06-24T02:13:31Z,00:41.600,00:47.720,"мирному населению, по которому били только что в Ростове с вертолетов. Один пилот"
1295,#1844,2023-06-24T02:13:31Z,00:47.720,00:54.200,при надлежности ФСБ отказался выполнять вылет и наносять удары.
1294,#1843,2023-06-24T00:43:14Z,00:00.400,00:07.360,"Только что вертолет открыл огонь по гражданской колонне, был сбит расчетами"
1294,#1843,2023-06-24T00:43:14Z,00:07.360,00:10.880,"КЧВК ""Вагнер""."
1293,#1842,2023-06-24T00:20:07Z,00:00.800,00:06.320,"Начальник генштаба не успокаивается, ошибка любого африканского диктатора"
1293,#1842,2023-06-24T00:20:07Z,00:06.320,00:12.240,наносить удары авиации по жилым районам. Прямо сейчас в воздухе два борта под
1293,#1842,2023-06-24T00:20:07Z,00:12.240,00:21.080,"номером 523 и 546, которые пытаются нанести эти удары. Запомните, парни, вам родина"
1293,#1842,2023-06-24T00:20:07Z,00:21.080,00:26.520,не простит ударов по своей территории. Надо проявлять смелость и бить по
1293,#1842,2023-06-24T00:20:07Z,00:26.520,00:33.120,"территории противника, когда наша пехота двигается. Поэтому домыслы, которые"
1293,#1842,2023-06-24T00:20:07Z,00:33.120,00:38.840,"говорят о том, что мы мешаем сейчас кому-то на фронте воевать, это домыслы. Мы никому"
1293,#1842,2023-06-24T00:20:07Z,00:38.840,00:46.520,"не мешаем. Мы мешаем спасти свою задницу преступникам, которые уничтожили около"
1293,#1842,2023-06-24T00:20:07Z,00:46.520,00:52.920,сотни тысяч русских солдат. Герасимов и Шойгу.
1292,#1841,2023-06-23T23:29:58Z,00:01,00:08.320,Только что начальник генштаба дал команду поднять самолеты и открыть огонь
1292,#1841,2023-06-23T23:29:58Z,00:08.320,00:16.040,"по колоннам, которые идут среди мирных машин, среди грузовиков. Ему безразлично"
1292,#1841,2023-06-23T23:29:58Z,00:16.040,00:22.600,"кого убивать. Они убивают уже полтора года своих мирных граждан, вместо того,"
1292,#1841,2023-06-23T23:29:58Z,00:22.600,00:30.760,"чтобы воевать с противником. Я хочу сказать спасибо пилотам, которые только"
1292,#1841,2023-06-23T23:29:58Z,00:30.760,00:37.520,"что, как стало известно, отказались выполнять преступные команды."
1291,#1840,2023-06-23T23:03:01Z,00:00.720,00:06.160,Текущая ситуация. Сегодня по нам был нанесен ракетный удар. После этого
1291,#1840,2023-06-23T23:03:01Z,00:06.160,00:12.720,"отработали вертолеты, после этого артиллерия. Команды исходили от начальника"
1291,#1840,2023-06-23T23:03:01Z,00:12.720,00:18.400,"генерального штаба об уничтожении ЧВК ""Вагнер"". После совещания с министром"
1291,#1840,2023-06-23T23:03:01Z,00:18.400,00:24,"обороны Шойгу, на котором они приняли это решение, уничтожить непокорные"
1291,#1840,2023-06-23T23:03:01Z,00:24,00:32.040,"подразделения, которые родину готовы защищать, а их жопы нет. В настоящий"
1291,#1840,2023-06-23T23:03:01Z,00:32.040,00:37.080,момент мы пересекли во всех местах государственные границы. Пограничники
1291,#1840,2023-06-23T23:03:01Z,00:37.080,00:46.440,выходили на обстречу и обнимались с нашими бойцами. Сейчас мы входим в Ростов.
1291,#1840,2023-06-23T23:03:01Z,00:46.440,00:53.480,"Подразделения Министерства обороны, вернее срочники, которых кинули перекрывать"
1291,#1840,2023-06-23T23:03:01Z,00:53.480,01:03.960,"нам дорогу, отошли в стороны. Мы не воюем с детьми, мы не убиваем детей. Детей убивает"
1291,#1840,2023-06-23T23:03:01Z,01:03.960,01:10.920,"Шойгу, закидывая необученных солдат, в том числе срочников на войну. Он поставил"
1291,#1840,2023-06-23T23:03:01Z,01:10.920,01:18.080,против нас пацанов 18-летних. Они нам в дети всем и внуки годятся. Поэтому эти
1291,#1840,2023-06-23T23:03:01Z,01:18.080,01:23.360,парни будут жить и вернуться к своим матерям. Мы воюем только с профессионалами.
1291,#1840,2023-06-23T23:03:01Z,01:23.360,01:30.280,"Но если кто-то встанет на пути, мы уничтожим все, что будет вставать на пути."
1291,#1840,2023-06-23T23:03:01Z,01:30.280,01:40.200,"Мы протягиваем руку каждому, не нужно плевать в эту руку. Мы идем дальше, идем до"
1291,#1840,2023-06-23T23:03:01Z,01:40.200,01:51.120,"конца. Что касается заявлений по поводу арестов, это братство, это справедливость,"
1291,#1840,2023-06-23T23:03:01Z,01:51.120,01:57.840,"это честь, это совесть, то что есть у нас. А когда вы делаете заявление, у вас этих чувств"
1291,#1840,2023-06-23T23:03:01Z,01:57.840,02:05.600,"нету, они у вас уничтожены эти чувства. Поэтому вы не можете понимать ничего,"
1291,#1840,2023-06-23T23:03:01Z,02:05.600,02:07.600,кроме предательства!
1291,#1840,2023-06-23T23:03:01Z,02:07.600,02:09.600,*звук рвоты*
1290,#1839,2023-06-23T19:39:14Z,00:00.500,00:06,Большинство военных нас горячо поддерживают.
1290,#1839,2023-06-23T19:39:14Z,00:06,00:08,Приходят сообщения.
1290,#1839,2023-06-23T19:39:14Z,00:08,00:10,"""Спасибо, парни!"""
1290,#1839,2023-06-23T19:39:14Z,00:10,00:14,"""Наконец-то наступит справедливость в армии!"""
1290,#1839,2023-06-23T19:39:14Z,00:14,00:18,"""Наконец-то вы добьетесь, чтобы нам дали боеприпасов!"""
1290,#1839,2023-06-23T19:39:14Z,00:18,00:21,"""И чтобы нас перестали кидать на мясо!"""
1290,#1839,2023-06-23T19:39:14Z,00:21,00:23,Только что пришла информация.
1290,#1839,2023-06-23T19:39:14Z,00:23,00:25,В Ростовском морге
1290,#1839,2023-06-23T19:39:14Z,00:25,00:30,"министр обороны велел спрятать две тысячи тел,"
1290,#1839,2023-06-23T19:39:14Z,00:30,00:34,"которые хранятся там, чтобы не показывать потери."
1290,#1839,2023-06-23T19:39:14Z,00:34,00:35,Пока!
1289,#1838,2023-06-23T19:29:10Z,00:00,00:11,Это не военный переворот! Это марш справедливости! Наши действия никак не мешают войскам!
1289,#1838,2023-06-23T19:29:10Z,00:11,00:13,Продолжение следует...
1289,#1838,2023-06-23T19:29:10Z,00:13,00:15,- Спасибо. - Спасибо.
1288,#1837,2023-06-23T19:15:10Z,00:01,00:03,Начали появляться подробности.
1288,#1837,2023-06-23T19:15:10Z,00:03,00:06,Министр обороны специально прибыл в Ростов
1288,#1837,2023-06-23T19:15:10Z,00:06,00:11,"для того, чтобы провести операцию по уничтожению ЧВК ""Вагнер""."
1288,#1837,2023-06-23T19:15:10Z,00:11,00:16,"Он использовал артиллеристов и пилотов вертолетов в темную,"
1288,#1837,2023-06-23T19:15:10Z,00:16,00:18,чтобы нас уничтожить.
1288,#1837,2023-06-23T19:15:10Z,00:18,00:20,Продолжайте.
1287,#1836,2023-06-23T18:49:55Z,00:00,00:15.680,"Нас 25 тысяч и мы идем разбираться, почему в стране творится беспредел. 25 тысяч ожидает как тактический"
1287,#1836,2023-06-23T18:49:55Z,00:15.680,00:25.320,"резерв, а стратегический резерв - это вся армия и вся страна. Все кто хочет - присоединяйтесь. Надо"
1287,#1836,2023-06-23T18:49:55Z,00:25.320,00:29.660,заканчивать с этим безобразием!
1286,#1835,2023-06-23T18:41:00Z,00:00,00:11.880,"Шойгу только что трусливо бежал из Ростова! В 21.00 он бежал трусливо, как баба, для того,"
1286,#1835,2023-06-23T18:41:00Z,00:11.880,00:17.960,"чтобы не объясняться, зачем он поднимал вертолеты уничтожать наших парней,"
1286,#1835,2023-06-23T18:41:00Z,00:17.960,00:24.040,зачем наносил ракетные удары! Эта тварь будет остановлена!
1286,#1835,2023-06-23T18:41:00Z,00:24.040,00:26.040,Пока!
1285,#1834,2023-06-23T18:25:52Z,00:01,00:05,"Совет командиров ЧВК ""Вагнер"" принял решение!"
1285,#1834,2023-06-23T18:25:52Z,00:05,00:12,"Зло, которое несет военное руководство страны, должно быть установлено!"
1285,#1834,2023-06-23T18:25:52Z,00:12,00:16,Они пренебрегают жизнями солдат!
1285,#1834,2023-06-23T18:25:52Z,00:16,00:22,"Они забыли слово ""справедливость"", и мы вернем ее!"
1285,#1834,2023-06-23T18:25:52Z,00:23,00:37,"Поэтому те, кто уничтожили сегодня наших парней, те, кто уничтожили десятки, многие десятки тысяч жизней, русских солдат будут наказаны!"
1285,#1834,2023-06-23T18:25:52Z,00:37,00:43,Я прошу никому не оказывать сопротивление!
1285,#1834,2023-06-23T18:25:52Z,00:44,01:04,"Те, кто будут пытаться оказать это сопротивление, мы будем считать, что это угроза, и уничтожать немедленно, включая любые блокпосты, встаршие на нашем пути, любую авиацию, которую увидим над своими головами!"
1285,#1834,2023-06-23T18:25:52Z,01:05,01:17,"Я прошу всех сохранять спокойствие, не поддаваться на провокации, оставаться в своих домах, желательно по маршруту нашего следования не выходить на улицу!"
1285,#1834,2023-06-23T18:25:52Z,01:17,01:27,"После того, как мы закончим начатое, мы вернемся на фронт для защиты нашей Родины!"
1285,#1834,2023-06-23T18:25:52Z,01:28,01:41,"Президентская власть, правительство, МВД, Росгвардия и другие структуры будут работать дальше в привычном порядке!"
1285,#1834,2023-06-23T18:25:52Z,01:41,01:49,"Мы разберемся с теми, кто уничтожает русских солдат, и вернемся на фронт!"
1285,#1834,2023-06-23T18:25:52Z,01:50,01:58,"Справедливость в войсках будет восстановлена, а после этого справедливость для всей России!"
