datetime,text,llama3.2,phi4,phi4-mini,gemma2,gemma3,olmo2,deepseek-r1:8b,mistral,owl/t-lite,akdengi/saiga-gemma2,lakomoor/vikhr-llama-3.2-1b-instruct:1b,about_military_total
2022-03-02T07:41:54Z,"Российская армия контролирует Херсон.  Об этом заявил глава Департамента информации и массовых коммуникаций Минобороны РФ Игорь Конашенков. Кадры показали в эфире телеканала ""Россия 24"". По данным Конашенкова, российская армия также контролирует Токмак и Васильевку. Украинские военнослужащие в этих поселках добровольно сложили оружие. Украинцы должны будут дать расписки об отказе от участия в боевых действиях, после чего отправятся по домам. 

 Все новости о ситуации на Украине
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-03-03T12:40:29Z,"Мародеры разграбили супермаркеты в Херсоне и Мелитополе.  Участников грабежей и последствия их действий снимали на видео местные жители.  

 Смотрим все новости о ситуации на Украине
 @vestiru24 ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,5
2022-03-03T16:29:48Z,"ВС России сбили в Херсонской области Украины самолет Су-25.  Летчик – старший лейтенант украинской армии Андрей Максимов – выжил, сейчас он находится в госпитале. Военный рассказал, что ему оказывают всю необходимую помощь и поделился подробностями случившегося. Кадры показали телеканал ""Россия 24"" и платформа ""Смотрим"".

 Смотрим все новости о специальной военной операции по защите ДНР и ЛНР
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-05T15:48:18Z,"❗️МО РФ: российские военнослужащие взяли под контроль военную базу ВСУ под Херсоном.

 Смотрим все новости о специальной военной операции по защите ДНР и ЛНР
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-06T04:48:43Z,"Брошено все, что было ""нажито непосильным трудом"": российские войска взяли под контроль военную базу вооруженных сил Украины в Херсонской области . Украинцы даже не пытались защищать объект, просто бросили все и сбежали. Теперь все имущество базы нужно осмотреть, изучить, описать и все, что может пригодиться – эвакуировать. Кадры с базы показал Антон Степаненко.

 Смотрим все новости о специальной военной операции по защите ДНР и ЛНР  и слушаем радио  Вести FM
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-07T04:01:15Z,"В Херсоне украинские националисты пытались устроить провокации и запугивать людей при раздаче гуманитарной помощи из России.  Об этом сообщили в Минобороны РФ, подчеркнув, что благодаря выдержке российских военных удалось избежать нарушений общественного порядка.

 Смотрим подробности
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-08T15:36:15Z,"Наталья Поклонская совместно с Росгвардией доставила продукты питания и лекарства в Херсонскую область Украины.  По ее словам, из-за отсутствия продуктов первой необходимости и жизненно важных медикаментов люди находятся на грани гуманитарной катастрофы. Также Поклонская обратила внимание на то, что украинские националисты запугивают местное население, если те принимают гуманитарную помощь от России.

 Смотрим подробности
 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9
2022-03-13T06:14:56Z,"Минобороны РФ: более 140 граждан разных стран, в том числе США, Индии, Вьетнама, Болгарии, доставили на автобусах в крымский Армянск из Херсонской области Украины .

 Все новости о ситуации на Украине
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-13T13:58:51Z,"Херсон перешел под полный контроль Вооруженных сил России. В областном городе начал работать транспорт, банки, общепит и магазины.  В продаже появились молочные продукты, хлеб, открываются рыбные лавки. Местные власти разрешили ловить рыбу в Днепре, но только для собственных нужд или бесплатной раздачи. Учебные заведения возобновили дистанционные занятия. 

В случае проведения референдума о создании Херсонской Народной Республики Украина потребует введения новых санкций против России, заявил министр иностранных дел Украины Дмитрий Кулеба.

 Смотрим подробности
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-03-15T07:04:34Z,"❗️Российские вооруженные силы взяли под полный контроль всю территорию Херсонской области, сообщили в Министерстве обороны РФ.

 📌Накануне вечером у населенного пункта Гута-Межигорская российские десантники захватили опорный пункт националистов и иностранных наемников. Изъяты 10 американских комплексов Javelin и ряд других образцов западного вооружения. 

 Все новости о ситуации на Украине
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-19T04:56:18Z,"Минобороны России: российские военные  вывезли из Херсонской области в Крым 112 россиян и иностранцев, в том числе граждан Украины и США.

 Смотрим все новости в нашем приложении
 @vestiru24 ",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-03-20T06:00:38Z,"Главные новости к этому часу:

 ➡️   Промышленники Германии призывают не вводить эмбарго на энергоносители из России

 ➡️  Военные РФ передали жителям Херсона более 75 тонн гуманитарной помощи

 ➡️  Российские военные прорвали оборону батальона ""Айдар"" в Донецкой области

 ➡️   Минобороны: С Украины, ЛНР и ДНР в Россию за сутки эвакуировались более 16 тысяч человек

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-03-23T05:24:21Z,"Транспортные и железнодорожные магистрали между Крымом и Херсонской областью будут восстановлены в самое ближайшее время , сообщил заместитель представителя президента РФ в Южном федеральном округе Кирилл Степанов. Он напомнил: ранее, до воссоединения с Россией, полуостров Крым и материк связывали автомобильные и железнодорожные пути, которые пролегали по узкому перешейку на севере Крыма. В 2015 году власти Украины ввели запрет на все железнодорожные перевозки, таким образом попытавшись заблокировать транспортное сообщение с полуостровом. 

Железнодорожная ветка, связавшая Крым с Херсоном, уже используется, рассказал Степанов. По ней жителям Херсона везут гуманитарную помощь и стройматериалы.

 Смотрим подробности
 @vestiru24 ",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,7
2022-03-25T13:06:15Z,"❗️Российскими войсками заблокированы Киев, Харьков, Чернигов, Сумы и Николаев, под полным контролем находятся Херсонская и большая часть Запорожской области — Минобороны России.

 @vestiru24 ",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-03-26T18:36:16Z,"❗️ Заявления Минобороны РФ: 

 ▪️В украинских портах Херсона, Николаева, Черноморска, Очакова, Одессы, Южного заблокированы 67 иностранных судов из 15 стран – они не могут выйти в открытое море из-за созданных Киевом угроз обстрела и высокой минной опасности.

▪️Со стороны России никакой опасности свободе гражданского судоходства не создается.

▪️За сутки из опасных районов Украины эвакуированы в Россию 19,7 тысяч человек, в том числе 3,3 тысяч детей.

▪️Всего в Россию доставлено 439,4 тысяч человек, из которых почти 92 тысяч детей.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-03-27T05:31:07Z,"Российские военные в субботу вывезли из Херсонской области в Крым 90 граждан России, Молдавии и Украины.  Всего с момента начала военной операции в Крым доставлено около 500 граждан иностранных государств. Накануне, украинская сторона не согласовала ни одного из предлагаемых Россией гуманитарных коридора, но при этом заявила о 13 дополнительных маршрутах исключительно на подконтрольных Киеву территориях, заявил начальник Национального центра управления обороной России генерал-полковник Михаил Мизинцев.

 Смотрим подробности
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-27T06:40:01Z,"Начальник Национального центра управления обороной Михаил Мизинцев: в Краматорске минометному обстрелу националистов подвергся автомобиль, доставивший гражданам питьевую воду.  Три человека ранены, двое контужены. Обстрел начался в момент раздачи воды. Минобороны России также сообщает, что в портах Херсона, Николаева, Черноморска, Очакова, Одессы и Южного заблокированы 67 иностранных судов 15-ти стран. Они не могут выйти в море из-за созданных Киевом угроз обстрела и высокой минной опасности.    

 Смотрим подробности
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-28T07:11:46Z,"❗️ Брифинг Минобороны РФ. Главные тезисы:

 🔺ВС РФ с начала спецоперации уничтожили 308 беспилотников,1 713 танков и 170 РСЗО;
🔺За сутки уничтожены 19 украинских беспилотных летательных аппаратов;
🔺ВС РФ сбили в воздухе пять ракет украинской реактивной системы залпового огня ""Смерч"" в районе аэродрома в Херсонской области.
🔺Российские военные за сутки сбили четыре украинских самолета Су-24 и один Су-27;

Смотрим все новости о специальной военной операции в Донбассе:  smotrim.ru/donbass 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-03-31T18:48:34Z,"Минобороны России назвало заявления Киева о якобы использовании РФ мин в качестве ""дрейфующих боеприпасов"" некомпетентными, абсурдными, поражающими своей наглостью и глупостью. 

 ◾️Именно украинская сторона продолжает блокировать в портах Херсона, Николаева, Черноморска, Очакова, Одессы, Южного более 60 иностранных судов. При этом украинские власти в попытке уйти от ответственности за создание минной опасности в Черном море пытаются обвинить в этом РФ.  

◾️ Российские специалисты идентифицировали обнаруженные в Черном море мины как ""изделие 730"", состоящее на вооружении только сил Украины.  Подобные мины на вооружении ВМФ РФ отсутствуют, они утилизированы еще до 2016 года. РФ неукоснительно обеспечивает гражданское судоходство в Черном, Азовском и Средиземном морях, минное оружие не применялось и применяться не будет.

 @vestiru24 ",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9
2022-04-10T09:26:28Z,"В распоряжение российских силовых ведомств в Херсоне попали оперативные документы СБУ.  Помечены они грифом ""совершенно секретно"". В них идет речь о работе силовиков с представителями Украинской православной церкви Московского патриархата, а также казачьих общин, которые определили как пророссийские. Согласно документам, украинская спецслужба считала опасными православные праздники. В некоторых бумагах также говорится о работе СБУ с агентурой в Херсоне, включая псевдонимы сотрудников. Содержатся в документах имена, фамилии и должности сотрудников украинской спецслужбы.

 Смотрим подробности
 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9
2022-04-11T05:00:07Z,"Военнослужащие ВС РФ разминировали территорию детсада в Херсонской области, где ранее располагалось подразделение морской пехоты ВСУ, сообщили в пресс-службе Минобороны РФ.  По ее данным, силовики переоборудовали дошкольное учреждение в военный объект, чтобы фактически была возможность прикрыться детьми. Согласно документации военные ВСУ находились в данном детсаде с 2014 года, в количестве 59 человек, из них – 17 офицеров. Это уже не первый детский сад в Херсонской области, который занимали украинские военные. Ранее было обнаружен командный пункт артиллерийского дивизиона противника.

 Смотрим подробности 
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-11T07:14:51Z,"❗️ Минобороны России: вчера ракетами ""Калибр"" на южной окраине Днепропетровска уничтожена укрытая в ангаре техника дивизиона С-300, поставленного Киеву одной из европейских стран - поражены в том числе 4 пусковые установки С-300 и до 25 человек личного состава.

 ❗️Главные тезисы брифинга:

🔺 ВС РФ с начала спецоперации на Украине уничтожили 441 беспилотник, 239 установок РСЗО и 2 079 танков и бронемашин; 
🔺Оперативно-тактической авиацией ВКС России поражены 78 военных объектов Украины;  
🔺 В Херсонской области огнем из стрелкового оружия сбит в воздухе украинский военный вертолет Ми-24;  
🔺Российскими средствами противовоздушной обороны в районе населенного пункта Изюма сбиты в воздухе два украинских самолета Су-25; 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-14T18:33:54Z,"Заявление Минобороны РФ:

 📍В ДНР украинские боевики заминировали плотину водохранилища Углегорской ТЭС, при подрыве может затопить Светлодарск, Мироновский, Луганское.
📍В Константиновке украинские неонацисты заминировали эстакаду через ж/д пути, хотят ее взорвать и обвинить РФ в уничтожении гражданских объектов.
📍Фейк ""о бесчинствах русских"" после планируемого неонацистами подрыва эстакады в Константиновке незамедлительно будет растиражирован СМИ Запада.
📍В ДНР, ЛНР, Херсонской и Харьковской областях проводятся 14 гуманитарных акций, передается 502 тонны продуктов и предметов первой необходимости.
📍Из Мариуполя через гумкоридор в восточном направлении удалось спасти уже 138 014 человек, в том числе 815 за истекшие сутки.
📍За сутки в Россию из ДНР, ЛНР и опасных районов Украины эвакуированы 14 606 человек, из них 2 328 детей, всего уже 798 237 человек - Минобороны РФ.
📍Украинская сторона заявила 9 гумкоридоров на текущие сутки, из них - ни одного в сторону России.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-18T04:31:14Z,"Украинские военнопленные рассказали, что было в Херсонской области в первый день российской спецоперации.  Оказалось, что командование не поставило им конкретной задачи, а их колонны были разбиты утром того же дня, когда Херсон перешел под контроль российских военных. По словам военнопленного, он ехал в колонне, атака произошла с фланга. Он даже ничего не понял, всю ночь пролежал в посадке, утром нашел село, а потом уже попал в госпиталь. О задачах ему ничего не известно, потому что командир просто велел ехать. Второй военнопленный – водитель ГАЗ-66 – рассказал, что его подразделению, базировавшемуся у села Мирного, была дана команда выдвигаться в сторону Херсона. На повороте у села Тарасовка они попали под авианалет. Срочник был заряжающим зенитной установки ЗУ-23, его колонна попала под обстрел, он был ранен.  Военнослужащие утверждают, что к ним при задержании отнеслись корректно, а в больнице обращаются хорошо. 

 Смотрим подробности 
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-19T05:51:28Z,"Российские силовики проводят в Херсоне и по области рейды по выявлению диверсионных групп СБУ.  Ранее по сигналу местных жителей на военном заводе ""Паллада"" в Херсоне обнаружили схрон, который, предположительно, оставила при отходе из города СБУ для диверсионных групп в тылу вооруженных сил РФ. Среди найденного – автоматы, снайперские винтовки, гранатомет с гранатами, короба с лентами к крупнокалиберному пулемету, ящики с гранатами РГД-5 и Ф-1, взрывчатка и комплектующие для самодельных взрывных устройств, средства спутниковой связи, радиостанции, запас мин для мобильных минометов.

 Смотрим подробности
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-19T15:50:16Z,"Генсек ООН Антониу Гутерриш призывает к гуманитарному перемирию на Украине на четыре дня с 21 апреля.  Предложение он обосновал празднованием православными христианами Пасхи. Также Гутерриш заявил, что ООН готова направить гуманитарные конвои в Мариуполь, Донецк, Луганск и Херсон ""в случае пасхального перемирия"".

 Смотрим подробности
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,8
2022-04-20T06:32:26Z,"❗️ В Росгвардии заявили, что трое участников территориальной обороны в Херсонской области сдались российским военным. 

 @vestiru24 ",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-04-22T13:54:19Z,"📺 В Херсоне заработали все российские федеральные телеканалы.  Речь идет о каналах первого и второго мультиплекса Российской телевизионной и радиовещательной сети. В первый пакет цифровых входят, в частности,  ""Россия 1"" , ""Россия 24"" и  ""Культура"" . Кроме того, жителям города стало доступно радио  ""Вести ФМ"" .

 Смотрим подробности
 @vestiru24 ",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4
2022-04-22T20:07:13Z,"Подборка самых важных и актуальных новостей этого дня:

 ➡️  На крейсере ""Москва"" погиб один военнослужащий, 27 пропали без вести

 ➡️  ФСБ предотвратила теракт против российского конвоя на Украине

 ➡️  Депутату Рашкину суд дал три года условно по делу о незаконной охоте

 ➡️  Впервые с 2003 года: Япония назвала южные Курилы оккупированными

 ➡️  Костин: дефолт России не грозит

 ➡️  В Херсоне заработали все российские федеральные телеканалы

 @smotrim_ru ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-23T16:48:23Z,"❗️Минобороны РФ: высокоточными ракетами большой дальности воздушного базирования ВКС России выведен из строя логистический терминал на военном аэродроме в районе Одессы, на котором хранилась крупная партия поступившего от США и европейских стран иностранного вооружения. 
  
🔺 Высокоточными ракетами воздушного базирования ВКС России поражены 22 военных объекта Украины. Потери националистов - до 200 человек личного состава и более 30 единиц бронетехники и автомобилей. 

🔺В районах Ильичевка и Краматорск уничтожены три склада вооружения, военной техники и боеприпасов. В районе населенного пункта Новая Дмитровка в результате удара уничтожен зенитный ракетный комплекс ""Бук М1"" и три радиолокационные станции. 
 
🔺Российскими средствами противовоздушной обороны в районах населенных пунктов Изюм и Херсон уничтожены три украинских беспилотных летательных аппарата, в том числе один ""Байрактар ТБ-2"" над населенным пунктом Лозовая Харьковской области.  
 
🔺Всего с начала проведения спецоперации уничтожены: 141 самолет, 110 вертолетов, 541 беспилотный летательный аппарат, 264 зенитных ракетных комплекса, 2479 танков и других боевых бронированных машин, 278 установки реактивных систем залпового огня, 1081 орудие полевой артиллерии и миномет, а также 2321 единиц специальной военной автомобильной техники.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-25T07:40:05Z,"Новый брифинг Министерства обороны РФ. Главные тезисы:
 🔺В Кременчуге высокоточным оружием большой дальности уничтожены объекты нефтеперерабатывающего завода, а также хранилища с нефтепродуктами. 
🔺ВКС РФ поразили 56 военных объектов Украины, включая топливное хранилище в Харьковской области, уничтожены до 160 человек личного состава.
🔺В течение ночи высокоточными ракетами воздушного базирования поражены шесть военных объектов Украины.
🔺В Харьковской и Херсонской области средства ПВО РФ сбили 13 украинских беспилотников.
🔺Ракетными войсками в течение ночи нанесены 19 ударов, уничтожены: четыре пункта управления, три склада боеприпасов, более 240 человек личного состава.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-04-27T20:45:13Z,"⚡️По центру Херсона в районе телецентра, который на данный момент контролирует Россия, нанесен удар как минимум двумя ракетами ""Точка-У"" и несколькими ""Ураганами"" со стороны позиции украинских войск - РИА Новости.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10
2022-04-27T21:01:21Z,"Мощные взрывы в Херсоне. ВСУ наносят удары по телевышке.

(из трёх ракет ‘Точка-У’ - две точно сбиты)

Город контролируется российскими войсками.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-28T06:00:10Z,"Херсонская область Украины с 1 мая переходит в рублевую зону, сообщил зампред военно-гражданской администрации региона Кирилл Стремоусов.  По его словам, переходной период займет до четырех месяцев. В этот срок в регионе будут ходить рубль и гривна. Затем он полностью перейдет на расчеты в рублях, подчеркнул Стремоусов.

 Смотрим подробности
 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,9
2022-04-28T07:55:25Z,"❗️ Новый брифинг Минобороны РФ. Главные тезисы:
 
 🔺ВС РФ высокоточными ракетами воздушного базирования поразили четыре военных объекта Украины, в том числе два склада вооружения. 
🔺Оперативно-тактической и армейской авиацией ВКС России за сутки поражены 67 военных объектов Украины.
🔺Средства ПВО РФ сбили над населенным пунктом Николаевка ЛНР украинский самолет Су-24.
🔺ВС РФ с начала спецоперации уничтожили 614 БПЛА и 2 623 единицы бронетехники ВСУ.
🔺Ракетные войска и артиллерия за ночь поразили 408 целей на Украине.
🔺Средствами ПВО был отражен удар украинской ракеты ""Точка-У"" по жилым районам города Изюм Харьковской области.
🔺Целью удара ракетой ""Точка-У"" в Изюме была городская больница, где размещен российский медицинский отряд. 
🔺Целями ударов украинских ""Точек-У"" в Херсоне были жилые кварталы, где также расположены детские сады, школы и многие социальные учреждения.
 
 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-04-30T17:03:52Z,"Заявление Минобороны РФ:

📍Высокоточными ракетами воздушного базирования в течение дня нанесено поражение 17 военным объектам Украины.
📍Авиацией ВКС поражены два пункта управления, девять опорных пунктов, пять складов боеприпасов и горючего на Украине.
📍В течение дня в результате ударов уничтожены свыше 200 националистов и 23 единицы украинской бронетехники.
📍Ракетные войска поразили 319 районов сосредоточения живой силы и военной техники, 12 пунктов управления и 2 склада ракетно-артиллерийского вооружения.
📍Средствами противовоздушной обороны в районе населенного пункта Червоный Яр Херсонской области сбит в воздухе Су-25 воздушных сил Украины.
📍Над Владимировкой уничтожены два украинских беспилотника, перехвачены 12 снарядов системы залпового огня ""Смерч"" в районе Каменки в ДНР.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
