doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_31410,"Херсонская область Украины с 1 мая переходит в рублевую зону, сообщил зампред военно-гражданской администрации региона Кирилл Стремоусов.  По его словам, переходной период займет до четырех месяцев. В этот срок в регионе будут ходить рубль и гривна. Затем он полностью перейдет на расчеты в рублях, подчеркнул Стремоусов.

 Смотрим подробности
 @vestiru24 ",Ukraine; Kherson; Ruble; Currency; Economy; Russia; Conflict,Kherson Region; Ruble Zone; Currency Transition; Military-Civilian Administration,NA,Ukraine; Kherson Oblast; Ruble zone,Ukraine; Kherson Region; Ruble Zone; Currency Transition; Economic Policy
ВЕСТИ_31649,"Украина демонстративно отказалась от жителей Херсонской области, отключив им мобильную связь, заявил советник главы Крыма по информационной политике Олег Крючков. Он предположил, что следующим шагом станет отказ украинских властей выплачивать пенсии и пособии жителям Херсонской области, а также исполнять банковские обязательства в этом регионе. 

 Смотрим подробности
 @vestiru24 ",Ukraine; Russia; Crimea; Kherson; Mobile Communication; Pensions; Benefits; Banking,Ukraine; Kherson Region; Mobile Network Shutdown; Russian Occupation; Oleg Kryuchkov,Ukraine; Kherson Region; Crimea; Citizenship; Rights and Freedoms,Ukraine; Kherson Region; Mobile Communication Cut Off,Ukraine; Kherson region; mobile communication; Oleg Kruchkov; pension payments; banking obligations
ВЕСТИ_31979,"""Россия здесь навсегда, в этом не должно быть никаких сомнений, будем жить вместе"" : вице-спикер Совфеда РФ Андрей Турчак - жителям Херсонской области в ходе рабочей поездки в область.  

 @vestiru24 ",Russia; Kherson region; Andrey Turchak; Federation Council; political statement,Russia; Ukraine; Kherson Region; Andrei Turchak; Federation Council,Russia; Crimea; Ukraine; Politics,Russia; Kherson region; Vice Speaker Andrey Turchak,Russia; Kherson Oblast; Andrey Turchak; Federation Council; working trip; political statement
ВЕСТИ_31993,"❗️В Херсоне задержан мужчина, готовивший теракт 9 мая, сообщают в СК РФ.  В ведомстве рассказали, что задержанный планировал осуществить свои планы во время праздничных мероприятий в честь Дня Победы. В его квартире найдена лаборатория по изготовлению СВУ. Подозреваемый сообщил, что действовал под давлением украинской территориальной обороны.

 @vestiru24 ",Херсон; терроризм; 9 мая; СВУ; СК РФ; Украина; территориальная оборона,Terrorism; Explosives; Victory Day; Kherson; Russian Investigative Committee,Russia; Ukraine; Terrorism; Investigative Committee; Kherson,terrorism; Russia-Ukraine conflict,Kherson; arrest; terrorist attack; Victory Day; improvised explosive devices; Ukrainian territorial defense
ВЕСТИ_32023,"Херсонская область будет стремиться стать одним из субъектов Российской Федерации, рассказал заместитель председателя военно-гражданской администрации региона Кирилл Стремоусов.  В случае необходимости власти региона готовы обратиться к правительству России касательно включения Херсонской области в состав РФ. Однако уже сейчас регион полноценно сотрудничает с Россией и чувствует себя как единое целое с другими регионами РФ, заметил он.

 Смотрим подробности
 @vestiru24 ",Херсонская область; Россия; Субъект РФ; Военно-гражданская администрация; Власти,Herson Region; Russian Federation; Kirill Stremoysov; Military-Civilian Administration,NA,Kherson; Ukraine,Kherson Region; Russian Federation; Kirill Stremousov; Military-Civilian Administration; Integration
ВЕСТИ_32311,"❗️ Власти Херсонской области обратятся к президенту РФ с просьбой включить регион в состав России.  Об этом сообщили в военно-гражданской администрации области.

 @vestiru24 ",Ukraine; Russia; Kherson; Politics; Conflict,Ukraine-Russia Conflict; Occupied Territories; Herson Region; Russian Annexation; International Relations,Russia; annexation; Ukraine; Herson Region,Kherson region; Russia,Russia; Ukraine; Annexation; Kherson Region
ВЕСТИ_32315,"❗️ Банки Херсонской области интегрируют в банковскую систему РФ .
▪️Структура власти в Херсонской области будет выстраиваться по аналогии с российскими регионами.
▪️До конца года регион подготовит законодательную базу для вхождения в РФ в виде субъекта, решение будет принято тогда же.
▪️В Херсонскую область направят учителей из Крыма, чтобы подготовить педагогов к проведению уроков по российскому стандарту.

 @vestiru24 ",Ukraine; Russia; Kherson; Politics; Integration; Banking; Education,Kherson Region; Integration; Russian Banking System; Educational Standards,Russia; Ukraine; Herson Region; Banking System; Integration,Herson Region; Russia Integration,Herson Oblast; Russian banking system; regional governance; legislative preparation; education standards; Crimea
ВЕСТИ_32318,"Песков о возможности присоединения Херсонской области   к России:   ""Безусловно, быть или не быть такому обращению , должны решать все-таки жители Херсонской области – это первое. И определять свою судьбу тоже должны жители Херсонской области"" . Пресс-секретарь президент РФ добавил, что этот вопрос ""должен быть четко и тщательно выверен и оценен юристами и правовиками"".

 @vestiru24 ",Russia; Ukraine; Kherson; Peskov; Annexation; Legal Assessment,Russia; Kherson Region; Dmitry Peskov; Joining; Legal Evaluation,Russia; Kherson Region; Annexation; Presidential Press Secretary,Russia; Ukraine; Crimea; Sevastopol; annexation,Russia; Kherson Region; Annexation; Legal Assessment; Public Opinion
ВЕСТИ_32354,"Подборка самых важных и актуальных новостей этого дня:

➡️ В России начали выплачивать новое пособие на детей

 ➡️ Неприятие переписывания истории: необъятное поле цветов в Риге

 ➡️ В Калининграде предотвратили теракт 9 мая

 ➡️ Песков прокомментировал ситуацию с транзитом газа через Украину

 ➡️ ""Никаких ХНР"": Херсонская область хочет войти в состав России

 @smotrim_ru ",Russia; Ukraine; Politics; Security; History; International Relations,Russia; Child Allowance; Riga Protests; Terror Plot; Gas Transit,Russia; Economy; Child Allowance; Inflation; Food Prices,news; Russia; Latvia; Kaliningrad,Russia; child benefit; Riga; history; Kaliningrad; terrorism prevention; gas transit; Ukraine; Kherson; political developments
ВЕСТИ_32403,"Валентина Матвиенко заявила, что Россия согласится с любым решением, которое примут жители Херсонской области относительно будущего статуса своей территории.

▪️Спикер Совфеда также прокомментировала возможный снос памятника в Риге. "" Символом европейской демократии стал бульдозер "", – заявила Матвиенко. 

 @vestiru24 ",Russia; Kherson; Riga; Democracy; Politics,Russia; Kherson Region; Valentina Matviyenko; Future Territory Status; Political Decisions,Valentina Matviyenko; Russia; Kherson region; Crimea; demolition of a monument in Riga,Valentina Matviyenko; Russia; Kherson Region; European Democracy; Riga Monument Demolition,Valentina Matvienko; Kherson Region; Russia; European Democracy; Monument in Riga
ВЕСТИ_32546,"Глава ДНР Денис Пушилин снял пятилетний запрет на ввоз товаров из Харьковской, Херсонской и Запорожской областей.  Теперь резидентам ДНР и ЛНР разрешено заключать внешнеэкономические сделки без таможенных процедур с нерезидентами трех областей. 

 Смотрим подробности
 @vestiru24 ",DNR; LNR; Denis Pushilin; trade; Kharkiv; Kherson; Zaporizhzhia,Denis Pushilin; Donetsk People's Republic; Lifted Ban; Kharkiv Region; Kherson Region; Zaporizhzhia Region; External Economic Transactions,NA,Donetsk People’s Republic; Denis Pushilin; Five-Year Ban Lifted on Imports,DPR; Denis Pushilin; trade ban lifted; Kharkiv region; Kherson region; Zaporizhzhia region; foreign economic activity; customs procedures
ВЕСТИ_32605,"Херсонские предприниматели начали вставать на учет в отделениях Федеральной налоговой службы в Крыму.  Одновременно бизнесмены открывают счета в банках полуострова, что позволяет им ускорить взаиморасчеты и законно торговать в России. Об этом сообщил представитель Крыма при президенте РФ Георгий Мурадов. Речь идет о предпринимателях, которые выращивают и продают сельхозпродукцию – из Херсонской области она уже поступает в Крым, южные регионы России и Москву.

 Смотрим подробности
 @vestiru24 ",Herson; Crimea; Russia; Business; Trade; Agriculture; Economy,Herson Entrepreneurs; Russian Tax Offices; Bank Accounts; Agricultural Production; Crimea; Southern Regions,Russia; Crimea; Herson; Entrepreneurship; Economy; Trade; Banking; Taxation,Kherson region; Ukraine; Russia; Crimea; Federal Tax Service; SWIFT system,Kherson; Crimea; Tax Registration; Agriculture; Business; Russia
ВЕСТИ_32618,"Предприниматели из Херсонской области,занимающиеся реализацией сельскохозяйственной продукции, начали оформлять документы в отделениях ФНС и банках в Крыму. Об этом сообщил постпред Крыма при президенте РФ Георгий Мурадов. 

 @vestiru24 ",Херсон; Крым; сельское хозяйство; ФНС; предприниматели; торговля,Kherson Region; Entrepreneurs; Tax Registration; Banks; Georgy Muradov; Crimea,Ukraine; Kherson Region; Crimea; Entrepreneurs; Agricultural Products; Registration; Documents; FNS; Banking; Economy; Business; Postpred Kryma pri prezidente RF Georgiy Muradov,Kherson Region; Agricultural Produce; Registration Documents; Tax Office; Bank; Crimea; Georgy Muradov,Kherson Region; Crimea; Agricultural Products; Document Processing; Tax Offices; Banks; Georgy Muradov
ВЕСТИ_32738,"❗️Россия будет заниматься восстановлением и ремонтом дорог и мостов в Херсонской области, деньги на это выделены

 Хуснуллин",Russia; Kherson Oblast; Roads; Bridges; Restoration; Repair; Infrastructure,Infrastructure; Reconstruction; Kherson Region; Russian Investment,Kherson Region; Russia; Ukraine; Infrastructure Development; Roads and Bridges,Kherson Oblast ; Infrastructure,Russia; Kherson region; infrastructure; road repair; bridge maintenance; funding
ВЕСТИ_32838,"❗️ Глава Крыма Аксенов заявил, что видит будущее Херсонской и Запорожской областей вместе с Крымом в границах одного государства. 

 @vestiru24 ",Crimea; Kherson; Zaporizhzhia; Russia; Politics; Aksyonov,Ukraine; Crimea; Kherson Region; Zaporizhzhia Region; Sergey Aksyonov; Russian Annexation,Russia; Ukraine; Crimea; Kherson; Zaporizhzhia; Germany,Crimea; Aksenov; Kherson region; Zaporizhzhia region,Crimea; Sergey Aksyonov; Kherson; Zaporizhzhia; Ukraine; Russia; Geopolitical Tensions; Territorial Disputes
ВЕСТИ_32841,"Аксенов: Крым готов помочь в организации энергоснабжения Херсонской и Запорожской областей.

 @vestiru24 ",Крым; Энергоснабжение; Херсонская область; Запорожская область; Сергей Аксенов,Energy; Ukraine-Russia Conflict; Aksyonov; Kherson Region; Zaporizhzhia Region,NA,Crimea; Kherson region; Zaporizhzhia region; energy supply,Crimea; energy supply; Kherson region; Zaporizhzhia region; Akhmetov
ВЕСТИ_32966,"Председатель Госсовета Крыма Владимир Константинов: в Крыму примут закон о национализации имущества украинских олигархов.  По его словам, данное решение продиктовано восстановлением моральной справедливости, так как жители полуострова недовольны тем, что олигархи зарабатывают в регионе.

▪️Ситуация в Крыму остается безопасной, полуострову ничто не угрожает, несмотря на близость украинских регионов, где продолжается специальная военная операция.

▪️Новым драйвером для развития экономики южных регионов России станет использование железнодорожной ветки в Крым через Херсонскую область, так как этот путь более короткий, чем через Краснодар.

▪️Обстрелы Херсона связаны с желанием Киева не допустить появления ""позитивной картинки"" из контролируемого российскими военными города.

 @vestiru24 ",Crimea; Ukraine; Oligarchs; Nationalization; Kherson; Military Operation; Economy,Crimea; Nationalization; Ukrainian Oligarchs; Russian Authorities,Crimea; Ukraine; Russia; Nationalization; Oligarchs,Presidential Council of Crimea; Law on nationalizing properties belonging to Ukrainian oligarchs in Crimea.,Crimea; Nationalization; Ukrainian Oligarchs; Vladimir Konstantinov; Security; Economic Development; Railway Route; Kherson Oblast; Military Operations
ВЕСТИ_33176,"Сеть супермаркетов из Крыма с ассортиментом товаров из регионов России начала работу в Херсоне и под Мелитополем , сообщает  ГТРК.Таврида . Появление магазинов на освобожденных территориях юга Украины подтвердил глава поселка Акимовка Мелитопольского района Максим Зубарев. Сейчас в супермаркетах расчеты с покупателями ведутся в гривнах. Однако в ближайшее время должна появиться возможность оплаты в рублях.

 @vestiru24 ",Крым; Херсон; Мелитополь; супермаркеты; Россия; Украина; гривны; рубли,Crimea; Russia; Kherson; Melitopol; Supermarket Chain,Kherson; Melitopol; Ukraine; Russia; Crimea; Supermarkets; Economy; Politics,Supreme Mart; Kherson; Melitopol; Ukraine,Retail; Crimea; Kherson; Melitopol; Ukraine; Russian Ruble; Hryvnia
ВЕСТИ_33210,"Глава региона Сальдо: в Херсонской области с сегодняшнего дня официально вводится бивалютная зона: рубль начинает ходить наряду с гривной.

 @vestiru24 ",Kherson; Russia; Ukraine; Currency; Dual Currency; Economy; Politics,Ukraine; Kherson Oblast; Saldo Region; Bi-Currency Zone; Ruble; Hryvnia,Kherson Region; Bivalent Currency Zone; Ukraine; Rubel; Hryvnia,Herson Region ; Bivalent Currency Area,Kherson Oblast; bivalue zone; ruble; hryvnia; economy
ВЕСТИ_33344,"Около 70% жителей Херсонской, Запорожской, а также части Николаевской областей хотят получить паспорта РФ,  заявил первый зампредседателя комитета Госдумы по делам СНГ Виктор Водолацкий.

 @vestiru24 ",Russia; Ukraine; Kherson; Zaporizhzhia; Mykolaiv; Russian passports; State Duma,Russian Passports; Kherson Region; Zaporizhzhia Region; Mykolaiv Region,NA,Russia; Ukraine; Kherson Oblast; Zaporizhzhia Oblast; Mykolaiv Oblast; passport,Ukraine; Russia; Passports; Geopolitics; Public Opinion
ВЕСТИ_33376,"❗️Владимир Путин подписал указ об упрощенном порядке приема в гражданство РФ для жителей Запорожской и Херсонской областей Украины.

 @vestiru24 ",Russia; Ukraine; Zaporizhzhia; Kherson; Citizenship; Putin; Politics,Vladimir Putin; Zaporizhzhia Region; Kherson Region; Russian Citizenship; Ukraine,Russia; Ukraine; Vladimir Putin; Citizenship; Decree,Putin; Russia; Ukraine; Zaporizhzhia region; Kherson region; naturalization process,Russia; Ukraine; Citizenship; Zaporizhzhia; Kherson; Vladimir Putin
ВЕСТИ_33432,"Заявление Минобороны России:

 📍Международный Красный Крест под предлогом нестабильной ситуации прекратил поставки жизненно важных лекарственных препаратов в Донбасс.
📍Более 12 тысяч пациентов в ближайшие месяцы останутся без необходимой помощи. Россия призывает ВОЗ и МККК возобновить поставки жизненно важных лекарств в Донбасс.
📍Украинские вооруженные формирования разместили тяжелое вооружение в медучреждениях Краматорска, Лисичанска, Славянска и Одессы.
📍ВС РФ ежедневно открывают 2 морских коридора для выхода из портов Мариуполя, Херсона, Николаева, Черноморска, Очакова, Одессы и Южного.

 @vestiru24 ",Russia; Ukraine; Donbas; International Red Cross; Medical Supplies; Military Operations; Maritime Corridors,Donbass; Russian Defense Ministry; International Red Cross; Medicine Supply; Ukraine-Russia Conflict,Russia; Ukraine; Medical Facilities; Heavy Weapons; International Humanitarian Law,Russia; Donetsk,International Red Cross; Donbas; essential medications; Russia; WHO; ICRC; Ukrainian armed groups; medical facilities; Russian Armed Forces; maritime corridors
ВЕСТИ_33546,"❗️ Херсонская и Запорожская области переходят на российский телефонный код +7, в регионы зашли новые операторы.  Об этом сообщило агентство РИА Новости со ссылкой на советника главы Крыма.

 @vestiru24 ",Ukraine; Russia; Phone Code; Kherson; Zaporizhzhia; RIA Novosti,Ukraine; Russia; Phone Codes; New Operators,Krym; Russia; phone code; operators,Kherson region; Zaporizhzhia region; +7 phone number; Russia; Ukraine,Ukraine; Russia; telecommunications; phone code +7; Kherson region; Zaporizhzhia region; RIA Novosti; annexation
ВЕСТИ_33970,"Слуцкий: рассчитываю, что Херсонская область, ДНР и ЛНР могут присоединиться к России уже в июле.  Также в интервью агентству РИА Новости глава международного комитета Госдумы заявил, что референдум о вхождении ДНР, ЛНР и Херсонской области мог бы пройти одновременно.

 @vestiru24 ",Россия; ДНР; ЛНР; Херсонская область; Референдум; Геополитика,Russia; Ukraine; Donbas; Kherson; annexation; referendum,Belarus; Russia; Donbass; Kherson; Zaporizhzhia; DNR; DPR; referendum; elections,Russia; Donetsk People's Republic; Luhansk People’s Republic; Kherson Region; Integration; Referendum,Russia; Donbas; Kherson region; referendum; annexation; DNR; LNR
ВЕСТИ_34087,"❗️ Пресс-секретарь президента Дмитрий Песков заявил, что проведение референдума о вхождении Донбасса в РФ в нынешних условиях вряд ли возможно.  Сначала важно обеспечить безопасность республик.

◾️Кроме того, Песков отмечает, что нет понимания временных рамок возможного проведения референдумов по вхождению в состав России ДНР, ЛНР, Херсонской и Запорожской областей.

◾️Также пресс-секретарь прокомментировал, что спецоперация по защите Донбасса будет продолжаться до тех пор, пока не будут достигнуты все намеченные цели.

 @vestiru24 ",Russia; Donbas; Referendum; Ukraine; Kremlin; DPR; LPR; Kherson; Zaporizhzhia; Special Military Operation,Referendum; Donbass; Integration; Security; Peskov,Dmitry Peskov; Russian President Vladimir Putin; Donbass; Referendum; Annexation; Security Concerns; Timeline; Kherson; Zaporizhzhia Oblast; Luhansk Region; Donetsk Region,Russia; Donbass; Annexation,Russia; Donbass; Referendum; Security; Dmitry Peskov; Special Military Operation
ВЕСТИ_34158,"Киев ввел блокировку банковских счетов на территории Херсонской области.  Жители не могут снять деньги со счетов Приватбанка и Ощадбанка. Ранее сообщалось, что в ближайшее время в этом регионе начнут работу кредитные учреждения, интегрированные в банковскую систему России.

 Смотрим подробности

 @vestiru24 ",Ukraine; Russia; Banking; Kherson; Conflict; Finance,Ukraine; Kherson Region; Banking Block; Privatbank; Oshchadbank; Russian Integration,NA,Kiev; Kherson region; Privatbank; Oschadbank,Ukraine; Kiev; Kherson Region; PrivatBank; Oschadbank; Banking Blockade; Financial Restrictions
ВЕСТИ_34373,"❗️Взрыв произошел в кафе недалеко от администрации Херсона.  По предварительным данным один человек ранен. 

 @vestiru24 ",explosion; kherson; administration; injury,Explosion; Kherson; Injury,Ukraine; Kherson; explosion; cafe; injury,explosion; Kherson; administration; injury,explosion; Kherson; cafe; injury
ВЕСТИ_34374,"Дмитрий Песков про сообщения об отказе России обсуждать на переговорах с Украиной статус не только Крыма и Донбасса, но и Запорожской и Херсонской областей: это все не так, неправильная информация.

 ▪️Пока нет никаких подробностей по поводу возможности вывоза зерна из Одессы, поскольку Украина должна разминировать подходы к портам.

▪️У Кремля нет данных о возможном привлечении миротворцев ОДКБ к урегулированию ситуации в Донбассе.

▪️Изменения в структуре аппарата МВД продиктованы требованиями времени.

▪️Москва не получала обращения бывшего президента Шри-Ланки Майтрипалы Сирисены с просьбой пересмотреть решение о прекращении рейсов ""Аэрофлота"".

 @vestiru24 ",Russia; Ukraine; Negotiations; Crimea; Donbas; Zaporizhzhia; Kherson; Odesa; Grain; CSTO; Ministry of Internal Affairs; Aeroflot; Sri Lanka,Russia; Ukraine Conflict; Donbass; Zaporizhzhia Region; Herson Oblast; Negotiations; False Reports,Russia; Ukraine; Dmitry Peskov; Vladimir Putin; Odessa; Kherson; Donbass; Crimea; Kherson Oblast; Zaporizhzhia Oblast; Kherson Region; Odessa Region,Russia; Ukraine; Crimea; Donbas,Dmitry Peskov; Russia-Ukraine negotiations; Crimea; Donbas; Zaporizhzhia; Kherson; Odessa grain export; CSTO peacekeepers; Ministry of Internal Affairs; Aeroflot flights; Maithripala Sirisena
ВЕСТИ_34401,"Взрыв в ресторане в Херсоне признали терактом.  Изначально рассматривалось несколько версий произошедшего, в том числе и взрыв бытового газа. Однако после тщательного осмотра места происшествия взрывотехники пришли к выводу, что в ресторане была заложена самодельная бомба. "" Цель провокации – запугать граждан и дестабилизировать обстановку в городе "", – отметили городские власти.

В результате теракта различные травмы получили две девушки, пожилая женщина и официант, все они находятся в больнице.

 @vestiru24 ",Kherson; Explosion; Terror Attack; Ukraine; Security,Terrorist Attack; Explosion; Herson; Investigation; Bomb,NA,Kherson; explosion; terrorist attack; homemade bomb,Kherson; explosion; restaurant; terrorist attack; bomb disposal experts; provocation; injuries; hospitalization
ВЕСТИ_34755,"Российская рок-группа ""Земляне"" попала в ДТП под Феодосией.  По словам очевидцев, в темное время суток, транспортное средство чуть не столкнулось с фурой. Как сообщают пассажиры автобуса, если бы они не съехали в кювет, все могло бы закончиться плохо. Музыканты возвращались из Херсона, где выступали на концерте, посвященному Дню России. 

 @vestiru24 ",Zemlyane; Russia Day; Concert; Traffic Accident; Feodosia; Ukraine; Russia,Russian Rock Band; Zemlyane; Car Accident; Feodosia; Russia's Day,Russia; Zemlya; Feodosiya; Crimea; Car Accident; Rock Band; Concert; Day of Russia,Russia; Zemliane band; Accident; Feodosiya,Zemlyane; car accident; Feodosia; Russia Day; Kherson; rock band; near miss; eyewitnesses
ВЕСТИ_34943,"Все дети, рожденные в Херсонской области после 24 февраля, автоматически будут получать гражданство РФ, сообщил замглавы военно-гражданской администрации региона Кирилл Стремоусов.

 @vestiru24 ",Russia; Ukraine; Kherson; Citizenship; Conflict; Military Administration,Kherson Region; Russian Citizenship; Military-Civilian Administration,Russia; Ukraine; Kherson; Russian citizenship; children; invasion,Kherson region; Russia; citizenship,Russian Federation; citizenship; Kherson region; Kirill Streemoysov; children
