doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_31410,"Херсонская область Украины с 1 мая переходит в рублевую зону, сообщил зампред военно-гражданской администрации региона Кирилл Стремоусов.  По его словам, переходной период займет до четырех месяцев. В этот срок в регионе будут ходить рубль и гривна. Затем он полностью перейдет на расчеты в рублях, подчеркнул Стремоусов.

 Смотрим подробности
 @vestiru24 ","Kherson, Ukraine",Kherson; Ukraine,NA,Херсонская область,Kherson region
ВЕСТИ_31649,"Украина демонстративно отказалась от жителей Херсонской области, отключив им мобильную связь, заявил советник главы Крыма по информационной политике Олег Крючков. Он предположил, что следующим шагом станет отказ украинских властей выплачивать пенсии и пособии жителям Херсонской области, а также исполнять банковские обязательства в этом регионе. 

 Смотрим подробности
 @vestiru24 ",Ukraine; Crimea; Kherson,Ukraine; Kherson region,NA,NA,Kherson Oblast
ВЕСТИ_31979,"""Россия здесь навсегда, в этом не должно быть никаких сомнений, будем жить вместе"" : вице-спикер Совфеда РФ Андрей Турчак - жителям Херсонской области в ходе рабочей поездки в область.  

 @vestiru24 ",Kherson region; Russia,"Moscow, Russian Federation; Kherson, Ukraine",Crimea; Russia; Ukraine,Kherson Oblast,Kherson Oblast
ВЕСТИ_31993,"❗️В Херсоне задержан мужчина, готовивший теракт 9 мая, сообщают в СК РФ.  В ведомстве рассказали, что задержанный планировал осуществить свои планы во время праздничных мероприятий в честь Дня Победы. В его квартире найдена лаборатория по изготовлению СВУ. Подозреваемый сообщил, что действовал под давлением украинской территориальной обороны.

 @vestiru24 ",Херсон; Россия; Украина,"Kherson, Ukraine; Russia",Kherson; Russia; Ukraine,Kherson; Victory Day,Kherson
ВЕСТИ_32023,"Херсонская область будет стремиться стать одним из субъектов Российской Федерации, рассказал заместитель председателя военно-гражданской администрации региона Кирилл Стремоусов.  В случае необходимости власти региона готовы обратиться к правительству России касательно включения Херсонской области в состав РФ. Однако уже сейчас регион полноценно сотрудничает с Россией и чувствует себя как единое целое с другими регионами РФ, заметил он.

 Смотрим подробности
 @vestiru24 ",Херсонская область,"Herson, Ukraine; Moscow, Russia",NA,Херсонская область (Kherson Oblast); Украина (Ukraine),Kherson Region
ВЕСТИ_32311,"❗️ Власти Херсонской области обратятся к президенту РФ с просьбой включить регион в состав России.  Об этом сообщили в военно-гражданской администрации области.

 @vestiru24 ",Kherson,"Herson, Ukraine; Moscow, Russia",Herson Region; Russia; Ukraine,Ukraine,Kherson Oblast
ВЕСТИ_32315,"❗️ Банки Херсонской области интегрируют в банковскую систему РФ .
▪️Структура власти в Херсонской области будет выстраиваться по аналогии с российскими регионами.
▪️До конца года регион подготовит законодательную базу для вхождения в РФ в виде субъекта, решение будет принято тогда же.
▪️В Херсонскую область направят учителей из Крыма, чтобы подготовить педагогов к проведению уроков по российскому стандарту.

 @vestiru24 ",Kherson Region,Kherson Region; Russia; Crimea,Herson Region; Krym; Russia; Ukraine,Ukraine; Russia,Херсонская область; Крым
ВЕСТИ_32318,"Песков о возможности присоединения Херсонской области   к России:   ""Безусловно, быть или не быть такому обращению , должны решать все-таки жители Херсонской области – это первое. И определять свою судьбу тоже должны жители Херсонской области"" . Пресс-секретарь президент РФ добавил, что этот вопрос ""должен быть четко и тщательно выверен и оценен юристами и правовиками"".

 @vestiru24 ",Kherson; Russia,"Moscow, Russia; Kherson, Ukraine",Kherson Region; Russia,Kherson,Kherson region
ВЕСТИ_32354,"Подборка самых важных и актуальных новостей этого дня:

➡️ В России начали выплачивать новое пособие на детей

 ➡️ Неприятие переписывания истории: необъятное поле цветов в Риге

 ➡️ В Калининграде предотвратили теракт 9 мая

 ➡️ Песков прокомментировал ситуацию с транзитом газа через Украину

 ➡️ ""Никаких ХНР"": Херсонская область хочет войти в состав России

 @smotrim_ru ",Russia; Riga; Kaliningrad; Ukraine; Herson,Moscow; Kaliningrad; Hersonska oblast; Riga,NA,Riga; Kaliningrad,"Russia; Riga, Latvia; Kaliningrad, Russia; Ukraine; Kherson, Ukraine"
ВЕСТИ_32403,"Валентина Матвиенко заявила, что Россия согласится с любым решением, которое примут жители Херсонской области относительно будущего статуса своей территории.

▪️Спикер Совфеда также прокомментировала возможный снос памятника в Риге. "" Символом европейской демократии стал бульдозер "", – заявила Матвиенко. 

 @vestiru24 ",Kherson; Riga,Moscow; Riga,Riga; Kherson region; Europe,Kherson region; Riga,Kherson region; Riga
ВЕСТИ_32546,"Глава ДНР Денис Пушилин снял пятилетний запрет на ввоз товаров из Харьковской, Херсонской и Запорожской областей.  Теперь резидентам ДНР и ЛНР разрешено заключать внешнеэкономические сделки без таможенных процедур с нерезидентами трех областей. 

 Смотрим подробности
 @vestiru24 ",DPR; LPR,Donetsk People's Republic (DPR); Luhansk People's Republic (LPR),NA,Kharkiv region; Mykolaiv region; Zaporizhzhia region,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kharkiv region; Kherson region; Zaporizhzhia region
ВЕСТИ_32605,"Херсонские предприниматели начали вставать на учет в отделениях Федеральной налоговой службы в Крыму.  Одновременно бизнесмены открывают счета в банках полуострова, что позволяет им ускорить взаиморасчеты и законно торговать в России. Об этом сообщил представитель Крыма при президенте РФ Георгий Мурадов. Речь идет о предпринимателях, которые выращивают и продают сельхозпродукцию – из Херсонской области она уже поступает в Крым, южные регионы России и Москву.

 Смотрим подробности
 @vestiru24 ",Herson; Crimea; Russia,Russia's Federal Tax Service; Moscow; Crimea; Southern Russia,NA,NA,Kherson; Crimea
ВЕСТИ_32618,"Предприниматели из Херсонской области,занимающиеся реализацией сельскохозяйственной продукции, начали оформлять документы в отделениях ФНС и банках в Крыму. Об этом сообщил постпред Крыма при президенте РФ Георгий Мурадов. 

 @vestiru24 ",Херсон; Крым,Russia; Kherson region; Crimea,Kherson Region; Crimea; Ukraine; Russia; Krym; Head of the Crimean Republic; Georgy Muradov; FNS; Banking; Economy; Business; Postpred Kryma pri prezidente RF Georgiy Muradov,NA,Kherson Region; Crimea
ВЕСТИ_32738,"❗️Россия будет заниматься восстановлением и ремонтом дорог и мостов в Херсонской области, деньги на это выделены

 Хуснуллин",Kherson Oblast,Moscow; Kiev; Kyiv; Kharkiv; Donetsk; Luhansk; Chernihiv; Sumy; Zaporizhzhia; Mykolaiv; Kherson,Kherson Region; Russia; Ukraine,Ukraine; Kherson Oblast,Kherson Region
ВЕСТИ_32838,"❗️ Глава Крыма Аксенов заявил, что видит будущее Херсонской и Запорожской областей вместе с Крымом в границах одного государства. 

 @vestiru24 ",Crimea; Kherson; Zaporizhzhia,Crimea; Kherson; Zaporizhzhia,Crimea; Kherson; Zaporizhzhia; Russia; Ukraine,NA,Crimea; Kherson; Zaporizhzhia
ВЕСТИ_32841,"Аксенов: Крым готов помочь в организации энергоснабжения Херсонской и Запорожской областей.

 @vestiru24 ",Крым; Херсонская область; Запорожская область,Crimea; Kherson; Zaporizhzhia,NA,Crimea; Kherson Oblast; Zaporizhzhia Oblast,Crimea; Kherson region; Zaporizhzhia region
ВЕСТИ_32966,"Председатель Госсовета Крыма Владимир Константинов: в Крыму примут закон о национализации имущества украинских олигархов.  По его словам, данное решение продиктовано восстановлением моральной справедливости, так как жители полуострова недовольны тем, что олигархи зарабатывают в регионе.

▪️Ситуация в Крыму остается безопасной, полуострову ничто не угрожает, несмотря на близость украинских регионов, где продолжается специальная военная операция.

▪️Новым драйвером для развития экономики южных регионов России станет использование железнодорожной ветки в Крым через Херсонскую область, так как этот путь более короткий, чем через Краснодар.

▪️Обстрелы Херсона связаны с желанием Киева не допустить появления ""позитивной картинки"" из контролируемого российскими военными города.

 @vestiru24 ",Crimea; Kherson,"Crimea, Russia; Herson, Ukraine",Krym; Hersonskaya Oblast; Krasnodarskaya Oblast; Kherson; Krasnodar,Crimea; Ukraine,Крым (Crimea); Херсонская область (Kherson Oblast); Краснодарский край (Krasnodar Krai)
ВЕСТИ_33176,"Сеть супермаркетов из Крыма с ассортиментом товаров из регионов России начала работу в Херсоне и под Мелитополем , сообщает  ГТРК.Таврида . Появление магазинов на освобожденных территориях юга Украины подтвердил глава поселка Акимовка Мелитопольского района Максим Зубарев. Сейчас в супермаркетах расчеты с покупателями ведутся в гривнах. Однако в ближайшее время должна появиться возможность оплаты в рублях.

 @vestiru24 ",Херсон; Мелитополь; Крым,Kherson; Melitopol,Kherson; Melitopol,Kherson; Melitopol,Kherson; Near Melitopol
ВЕСТИ_33210,"Глава региона Сальдо: в Херсонской области с сегодняшнего дня официально вводится бивалютная зона: рубль начинает ходить наряду с гривной.

 @vestiru24 ",Kherson; Russia; Ukraine,NA,Kherson Region; Kherson; Ukraine; Europe,Херсонская область,Kherson Oblast
ВЕСТИ_33344,"Около 70% жителей Херсонской, Запорожской, а также части Николаевской областей хотят получить паспорта РФ,  заявил первый зампредседателя комитета Госдумы по делам СНГ Виктор Водолацкий.

 @vestiru24 ",Russia; Ukraine; Kherson; Zaporizhzhia; Mykolaiv,Херсонская область; Запорожская область; часть Николаевской области,NA,Херсонская область; Запорожская область; Миколаевская область,Kherson Oblast; Zaporizhzhia Oblast; Mykolaiv Oblast
ВЕСТИ_33376,"❗️Владимир Путин подписал указ об упрощенном порядке приема в гражданство РФ для жителей Запорожской и Херсонской областей Украины.

 @vestiru24 ",Zaporizhzhia; Kherson; Ukraine; Russia,Zaporizhzhia and Kherson Regions,Zaporizhzhia region; Kherson region; Russia; Ukraine,Zaporizhzhia region; Kherson region,Zaporizhzhia; Kherson
ВЕСТИ_33432,"Заявление Минобороны России:

 📍Международный Красный Крест под предлогом нестабильной ситуации прекратил поставки жизненно важных лекарственных препаратов в Донбасс.
📍Более 12 тысяч пациентов в ближайшие месяцы останутся без необходимой помощи. Россия призывает ВОЗ и МККК возобновить поставки жизненно важных лекарств в Донбасс.
📍Украинские вооруженные формирования разместили тяжелое вооружение в медучреждениях Краматорска, Лисичанска, Славянска и Одессы.
📍ВС РФ ежедневно открывают 2 морских коридора для выхода из портов Мариуполя, Херсона, Николаева, Черноморска, Очакова, Одессы и Южного.

 @vestiru24 ",Donbas; Kramatorsk; Lysychansk; Slavyansk; Odesa; Mariupol; Kherson; Mykolaiv; Chernomorsk; Ochakov,Kramatorsk; Lysychansk; Svyatogorsk; Odessa,Kramatorsk; Lysychansk; Slavutych; Odessa; Mariupol; Kherson; Nikolaev; Chernomortsi; Ochakovo; South; Russia; Ukraine,NA,Donbas; Kramatorsk; Lysychansk; Sloviansk; Odessa; Mariupol; Kherson; Nikolaev; Chernomorsk; Ochakov; Yuzhny
ВЕСТИ_33546,"❗️ Херсонская и Запорожская области переходят на российский телефонный код +7, в регионы зашли новые операторы.  Об этом сообщило агентство РИА Новости со ссылкой на советника главы Крыма.

 @vestiru24 ",Kherson; Zaporizhzhia,Херсонская область; Запорожская область,Crimea; Kherson; Zaporizhzhia,NA,Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_33970,"Слуцкий: рассчитываю, что Херсонская область, ДНР и ЛНР могут присоединиться к России уже в июле.  Также в интервью агентству РИА Новости глава международного комитета Госдумы заявил, что референдум о вхождении ДНР, ЛНР и Херсонской области мог бы пройти одновременно.

 @vestiru24 ",Россия; ДНР; ЛНР; Херсонская область,"Donetsk, Luhansk, Kherson",Belarus; Donbass; Kherson; Zaporizhzhia; Russia,Donetsk People’s Republic; Lugansk People’s Republic; Kherson region,Kherson Oblast; Donetsk People's Republic; Luhansk People's Republic
ВЕСТИ_34087,"❗️ Пресс-секретарь президента Дмитрий Песков заявил, что проведение референдума о вхождении Донбасса в РФ в нынешних условиях вряд ли возможно.  Сначала важно обеспечить безопасность республик.

◾️Кроме того, Песков отмечает, что нет понимания временных рамок возможного проведения референдумов по вхождению в состав России ДНР, ЛНР, Херсонской и Запорожской областей.

◾️Также пресс-секретарь прокомментировал, что спецоперация по защите Донбасса будет продолжаться до тех пор, пока не будут достигнуты все намеченные цели.

 @vestiru24 ",Russia; Ukraine; DPR; LNR; Kherson; Zaporizhzhia,Russia; Ukraine; Donbas region,Donbass; Kherson; Zaporizhzhia Oblast; Luhansk Region; Donetsk Region,Donetsk; Luhansk,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_34158,"Киев ввел блокировку банковских счетов на территории Херсонской области.  Жители не могут снять деньги со счетов Приватбанка и Ощадбанка. Ранее сообщалось, что в ближайшее время в этом регионе начнут работу кредитные учреждения, интегрированные в банковскую систему России.

 Смотрим подробности

 @vestiru24 ",Kyiv; Kherson,Kyiv; Kherson,NA,NA,Kiev; Kherson Region
ВЕСТИ_34373,"❗️Взрыв произошел в кафе недалеко от администрации Херсона.  По предварительным данным один человек ранен. 

 @vestiru24 ",Kherson,Cafe; Administration Building,Kherson; Ukraine,Kherson; Administration Building,Kherson
ВЕСТИ_34374,"Дмитрий Песков про сообщения об отказе России обсуждать на переговорах с Украиной статус не только Крыма и Донбасса, но и Запорожской и Херсонской областей: это все не так, неправильная информация.

 ▪️Пока нет никаких подробностей по поводу возможности вывоза зерна из Одессы, поскольку Украина должна разминировать подходы к портам.

▪️У Кремля нет данных о возможном привлечении миротворцев ОДКБ к урегулированию ситуации в Донбассе.

▪️Изменения в структуре аппарата МВД продиктованы требованиями времени.

▪️Москва не получала обращения бывшего президента Шри-Ланки Майтрипалы Сирисены с просьбой пересмотреть решение о прекращении рейсов ""Аэрофлота"".

 @vestiru24 ",Russia; Ukraine; Sri Lanka,"Kiev, Ukraine; Moscow, Russia",Kherson Oblast; Zaporizhzhia Oblast; Odessa Region; Kherson Region; Crimea; Donbass; Ukraine,Crimea; Donbas; Zaporizhia; Kherson,Russia; Ukraine; Crimea; Donbas; Zaporizhzhia; Kherson; Odessa; Sri Lanka
ВЕСТИ_34401,"Взрыв в ресторане в Херсоне признали терактом.  Изначально рассматривалось несколько версий произошедшего, в том числе и взрыв бытового газа. Однако после тщательного осмотра места происшествия взрывотехники пришли к выводу, что в ресторане была заложена самодельная бомба. "" Цель провокации – запугать граждан и дестабилизировать обстановку в городе "", – отметили городские власти.

В результате теракта различные травмы получили две девушки, пожилая женщина и официант, все они находятся в больнице.

 @vestiru24 ",Kherson,"Kherson, Ukraine",NA,Kherson,Kherson
ВЕСТИ_34755,"Российская рок-группа ""Земляне"" попала в ДТП под Феодосией.  По словам очевидцев, в темное время суток, транспортное средство чуть не столкнулось с фурой. Как сообщают пассажиры автобуса, если бы они не съехали в кювет, все могло бы закончиться плохо. Музыканты возвращались из Херсона, где выступали на концерте, посвященному Дню России. 

 @vestiru24 ",Feodosia; Херсон,"Feodosia, Crimea; Kherson, Ukraine",Feodosiya; Crimea; Herson; Russia,Feodosiya; Kherson,Feodosia; Kherson
ВЕСТИ_34943,"Все дети, рожденные в Херсонской области после 24 февраля, автоматически будут получать гражданство РФ, сообщил замглавы военно-гражданской администрации региона Кирилл Стремоусов.

 @vestiru24 ",Kherson; Russia,Kherson; Russia,Kherson; Russia; Ukraine,Kherson Oblast,Kherson region
ВЕСТИ_35211,"Херсонская область поможет РФ в 2022 году получить рекордный урожай зерновых, заявил глава ВГА. Он также считает, что страх жителей Херсонской области перед Украиной утихает, регион чувствует себя частью РФ.

 @vestiru24 ",Kherson Oblast; Russia; Ukraine,"Herson, Ukraine; Moscow, Russia",Herson Region; Russia; Ukraine,Vinnitsa Regional State Administration; Herhonska region,Kherson Region
ВЕСТИ_35345,""" Референдум по вхождению Херсонской области в состав России планируется провести уже этой осенью "", - заявил замглавы военно-гражданской администрации региона Стремоусов.

 @vestiru24 ",Kherson; Russia,Kherson Region,Herson Region; Russia; Ukraine,NA,Kherson region
ВЕСТИ_35559,"❗️В Херсоне произошел теракт.  Подорван автомобиль, данные о пострадавших уточняются. 

▪️Глава управления семьи, молодежи и спорта ВГА Херсонской области, предположительно, погиб в результате покушения.

 @vestiru24 ",Kherson,Herschel; Ukraine,Herson; Ukraine,NA,Kherson
ВЕСТИ_35583,"Глава херсонской администрации: убийство главы управления семьи и молодежи региона совершено диверсантами по заказу украинских властей.

 @vestiru24 ",Kherson,Herschon,NA,Kherson; Ukraine,Kherson
ВЕСТИ_35901,❗️ Херсонская область готовится к референдуму о присоединении к России  — замглавы ВГА региона Кирилл Стремоусов,Herson; Ukraine; Russia,Kherson region; Russia,Herson Region; Russia; Ukraine,Kherson Region,Kherson Region
ВЕСТИ_35994,"""Моя задача – продолжать работать"": депутат городского совета Голой Пристани Алексей Ковалев рассказал о покушении на свою жизнь.  На прошлой неделе в Херсонской области его машина была взорвана, мужчина чудом остался жив. По словам Ковалева, в отношении него совершили диверсию специальные службы Украины. Однако это его не испугало, и он намерен продолжать свою деятельность. Сейчас Алексей Ковалев проходит лечение в Крыму и планирует в скором времени вернуться к своим обязанностям. 

 @smotrim_ru ",Golya Pristan; Kherson region; Crimea,"Golaya Pristany, Ukraine; Crimea",Kherson region; Goloy Pristan; Crimea,Golyi Pristan; Kherson region,Golaya Pristan; Kherson region; Crimea
ВЕСТИ_36071,"Первый автобус отправился из Крыма в Херсон после восьми лет перерыва.  Автобусы начнут курсировать в экспрессном режиме ежедневно. По направлению Симферополь - Херсон они стартуют от автостанции ""Курортная"" в 6.30 и 14.30, от автовокзала ""Херсон"" - в 6.30 и 14.30.

 @vestiru24 ",Simferopol; Kherson,Simferopol's Kurortnaya station; Herson avtovokzal,Kherson; Simferopol; Crimea,Crimea; Kherson,Simferopol; Kurortnaya station; Kherson; Kherson bus terminal
ВЕСТИ_36094,"❗️ Первый автобус прибыл в Крым из Херсона  

Следующим ожидается автобус из Бердянска.

 @vesticrimea ",Kherson; Berдянsk; Crimea,Херсон; Бердянск,Crimea; Kherson; Berdyansk,Crimea; Kherson; Berdyansk; Kerch Bridge,Крым; Херсон; Бердянск
ВЕСТИ_36135,"Подборка самых важных и актуальных новостей этого дня:

 ➡️ Роспотребнадзор снимает все COVID-ограничения, действующие в России 

 ➡️ МИД Болгарии отклонил ноту посольства России  

 ➡️ Борщ внесли в список культурного наследия ЮНЕСКО как украинское блюдо

 ➡️ Россиянам для поездки на Украину теперь понадобится виза 

 ➡️ Между Крымом, Херсонщиной и Запорожьем запустили автобусы 

 @smotrim_ru ",Russia; Ukraine; Bulgaria; Crimea; Kherson; Zaporizhzhia,Russia; Bulgaria; UNESCO,Europe; Russia; Bulgaria; Ukraine; Crimea; Kherson; Zaporizhzhia,NA,Russia; Bulgaria; Ukraine; Crimea; Kherson; Zaporizhzhia
ВЕСТИ_36525,"Подборка самых важных и актуальных новостей этого дня:

 ➡️  Борис Джонсон объявил об уходе с двух постов

 ➡️  Россия надеется, что Британию когда-нибудь возглавят профессионалы

 ➡️  США подозревают в атаке клещей

 ➡️  Владимир Сальдо: российские военные предотвратили серию терактов в Херсоне

 ➡️  В Астрахани стартует ралли ""Шелковый путь""

 @smotrim_ru ",London; Russia; Herson; Astrakhan,"London, UK; Moscow, Russia; Washington DC, USA; Astrakhan, Russia",NA,NA,"United Kingdom; Russia; United States; Kherson, Ukraine; Astrakhan, Russia"
ВЕСТИ_36539,"Председатель Следственного комитета России Александр Бастрыкин и его первый заместитель Эдуард Кабурнеев приняли участие в оперативном совещании в Херсоне.  Там обсуждался вопрос увеличения группировки следователей, работающих в городе. Все они сейчас занимаются фиксацией и расследованием преступлений киевского режима против мирного населения. Кроме того, продолжаются осмотры техники, изъятой у националистов батальона ""Азов"" и украинских военнослужащих, находившихся на территории завода ""Азовсталь"". Там уже обнаружены доказательства обстрела националистами частных домов и немецкая хроника времён Великой отечественной войны о работе артиллерийских расчётов. Кроме того, в Донецке и Мариуполе следователи продолжают осмотр жилых домов и других разрушенных зданий с целью установления ущерба.",Kherson; Donetsk; Mariupol,Kherson; Donetsk; Mariupol,NA,Kherson; Donetsk; Mariupol,Kherson; Donetsk; Mariupol
ВЕСТИ_37598,"В Херсонской области в разы снизили тарифы на ЖКУ.  По словам замглавы областной ВГА, по некоторым позициям цена уменьшилась почти в три раза. "" Снижение стоимости коммуналки и внедрения российских стандартов соцобеспечения – начало пути к достойной жизни "", – отметила Екатерина Губарева в своем Telegram-канале.

 Смотрим подробности

 @vestiru24 ","Herson Oblast, Ukraine",Herson region; Ukraine; Russia,NA,Херсонская область,Kherson region
ВЕСТИ_37692,"В Херсонской области собираются вывести из оборота украинскую гривну.  Замглавы военно-гражданской администрации региона Кирилл Стремоусов заявил, что валюта продолжает дешеветь и теряет привлекательность для местных жителей.

 @vestiru24 ",Kherson region,Kherson; Ukraine,Herson Region; Ukraine,Kherson region,Kherson region
ВЕСТИ_38501,"Шведский телеканал SVT извинился за ""неправильный"" сюжет о жителях Херсона.  В репортаже горожане плакали от радости, получив российские паспорта. Зрители сочли этот сюжет пропагандой: наблюдательный совет по радио и телевидению получил 47 жалоб на телеканал.  ""Эти кадры сняла съемочная группа Reuters. По их данным, корреспонденты работали беспрепятственно и снимали все, что хотели, — без жесткого контроля со стороны российских военных"",  — отметило руководство телеканала. Представители SVT предположили, что зрителям ""нужно было дать больше контекста""

 Смотрим подробности

 @vestiru24 ",Kherson; Sweden,Sweden; Russia; Ukraine,Kherson; Ukraine,Kherson,Kherson
ВЕСТИ_38583,"Владимира Сальдо, главу администрации Херсонской области, в связи с состоянием здоровья транспортируют на лечение столичный в НИИ им. Склифосовского.  Об этом сообщила администрации региона.

 @vestiru24 ",Kherson; Moscow,Kherson; Moscow,NA,Kherson region administration head; Moscow hospital treatment,Kherson Region; Moscow
ВЕСТИ_38650,"❗️ Замглавы администрации Новой Каховки Виталий Гура находится   в реанимации после совершенного на него покушения.  Об этом ТАСС сообщил заместитель главы ВГА Херсонской области Кирилл Стремоусов. По его словам, Гура находится в тяжелом состоянии.

 @vestiru24 ",Новая Каховка; Херсонская область,Nova Kakhovka; Hersonska oblast,Kherson Region; Ukraine,New Kahovka,New Kakhovka; Kherson
ВЕСТИ_39040,"К новому учебному году в Херсонской области откроется около 100 школ.  Об этом сообщил министр просвещения РФ Сергей Кравцов. "" Сейчас продолжается текущий и капитальный ремонт, закупается оборудование. Каждая школа будет оснащена новым компьютерным классом "", – рассказал глава Минпросвещения России во время рабочей встречи с главой правительства Херсонской области. Кроме того, по словам Кравцова, для учителей уже организованы программы повышения квалификации.

 @vestiru24 ",Schools in Kherson Region,Kherson region; Russia,Russia; Europe; Asia; North America; South America; Africa; Australia; Antarctica,NA,Kherson Region
