doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_31410,"Херсонская область Украины с 1 мая переходит в рублевую зону, сообщил зампред военно-гражданской администрации региона Кирилл Стремоусов.  По его словам, переходной период займет до четырех месяцев. В этот срок в регионе будут ходить рубль и гривна. Затем он полностью перейдет на расчеты в рублях, подчеркнул Стремоусов.

 Смотрим подробности
 @vestiru24 ",Military-Civil Administration of the region,Russian Ruble; Ukrainian Hryvnia,Восточный регион Украины,NA,military-civil administration
ВЕСТИ_31649,"Украина демонстративно отказалась от жителей Херсонской области, отключив им мобильную связь, заявил советник главы Крыма по информационной политике Олег Крючков. Он предположил, что следующим шагом станет отказ украинских властей выплачивать пенсии и пособии жителям Херсонской области, а также исполнять банковские обязательства в этом регионе. 

 Смотрим подробности
 @vestiru24 ",Ukraine; Russia; Crimea; Kherson,Ukrainian government; Russian forces; Occupied territories,NA,Krym Republic Council,Ukraine; Crimea
ВЕСТИ_31979,"""Россия здесь навсегда, в этом не должно быть никаких сомнений, будем жить вместе"" : вице-спикер Совфеда РФ Андрей Турчак - жителям Херсонской области в ходе рабочей поездки в область.  

 @vestiru24 ",Federation Council of Russia,Russian Federation Council; Ukrainian government; International community,Sovfederal Assembly; Russian parliament; Crimean region; Kerch Strait,NA,Vice Speaker of the Federation Council of Russia; Russia; Kherson Oblast
ВЕСТИ_31993,"❗️В Херсоне задержан мужчина, готовивший теракт 9 мая, сообщают в СК РФ.  В ведомстве рассказали, что задержанный планировал осуществить свои планы во время праздничных мероприятий в честь Дня Победы. В его квартире найдена лаборатория по изготовлению СВУ. Подозреваемый сообщил, что действовал под давлением украинской территориальной обороны.

 @vestiru24 ",СК РФ; территориальная оборона,Russian Investigative Committee; Ukrainian Territorial Defense,NA,NA,Russian Investigative Committee; Ukrainian territorial defense forces
ВЕСТИ_32023,"Херсонская область будет стремиться стать одним из субъектов Российской Федерации, рассказал заместитель председателя военно-гражданской администрации региона Кирилл Стремоусов.  В случае необходимости власти региона готовы обратиться к правительству России касательно включения Херсонской области в состав РФ. Однако уже сейчас регион полноценно сотрудничает с Россией и чувствует себя как единое целое с другими регионами РФ, заметил он.

 Смотрим подробности
 @vestiru24 ",Военно-гражданская администрация Херсонской области; Правительство России,Russian Federation; Ukraine; European Union; United Nations,NA,,Russian Federation; Military-Civilian Administration
ВЕСТИ_32311,"❗️ Власти Херсонской области обратятся к президенту РФ с просьбой включить регион в состав России.  Об этом сообщили в военно-гражданской администрации области.

 @vestiru24 ",Russia,Russian Armed Forces; Ukrainian Armed Forces; United Nations Security Council,Russian-backed separatists,President of Russia; Herson Region,President of Russia; military-civil administration
ВЕСТИ_32315,"❗️ Банки Херсонской области интегрируют в банковскую систему РФ .
▪️Структура власти в Херсонской области будет выстраиваться по аналогии с российскими регионами.
▪️До конца года регион подготовит законодательную базу для вхождения в РФ в виде субъекта, решение будет принято тогда же.
▪️В Херсонскую область направят учителей из Крыма, чтобы подготовить педагогов к проведению уроков по российскому стандарту.

 @vestiru24 ",Russian Federation; Kherson Region,Russian banks; local educators; teachers from Crimea,NA,Herson region; Russian Federation,banks; structure in power; Russian regions; law base; Russia; teachers; pedagogues; educational standard
ВЕСТИ_32318,"Песков о возможности присоединения Херсонской области   к России:   ""Безусловно, быть или не быть такому обращению , должны решать все-таки жители Херсонской области – это первое. И определять свою судьбу тоже должны жители Херсонской области"" . Пресс-секретарь президент РФ добавил, что этот вопрос ""должен быть четко и тщательно выверен и оценен юристами и правовиками"".

 @vestiru24 ",Пресс-секретарь президент РФ,Russian Federation; Ukraine; Kherson Region,NA,President of Russia; Ukrainian sovereignty; international law; Crimea; Sevastopol; Kyiv; Russia-Ukraine relations; Russian-Ukrainian conflict,Russian President; Press Secretary Peskov
ВЕСТИ_32354,"Подборка самых важных и актуальных новостей этого дня:

➡️ В России начали выплачивать новое пособие на детей

 ➡️ Неприятие переписывания истории: необъятное поле цветов в Риге

 ➡️ В Калининграде предотвратили теракт 9 мая

 ➡️ Песков прокомментировал ситуацию с транзитом газа через Украину

 ➡️ ""Никаких ХНР"": Херсонская область хочет войти в состав России

 @smotrim_ru ",Ukraine; Russia; Herson; Ukraine; HНР,Russian Child Allowance Program; Historical Revisionism Protest in Riga; Terrorist Plot Foiled in Kaliningrad; Gas Transit Dispute,NA,Russia; Ukraine,child benefit program in Russia; field of flowers in Riga; May 9th terrorist attack prevention in Kaliningrad; gas transit through Ukraine; Kherson region's political stance
ВЕСТИ_32403,"Валентина Матвиенко заявила, что Россия согласится с любым решением, которое примут жители Херсонской области относительно будущего статуса своей территории.

▪️Спикер Совфеда также прокомментировала возможный снос памятника в Риге. "" Символом европейской демократии стал бульдозер "", – заявила Матвиенко. 

 @vestiru24 ",Совфед (Federation Council),Russian Federation; European Union; Ukraine,Sovfederation; Russia; Europe,NA,Federation Council; Russia; Europe
ВЕСТИ_32546,"Глава ДНР Денис Пушилин снял пятилетний запрет на ввоз товаров из Харьковской, Херсонской и Запорожской областей.  Теперь резидентам ДНР и ЛНР разрешено заключать внешнеэкономические сделки без таможенных процедур с нерезидентами трех областей. 

 Смотрим подробности
 @vestiru24 ",Kharkiv region; Kherson region; Zaporizhzhia region,Donetsk People's Republic (DNR); Luhansk People's Republic (LPR),NA,NA,Donetsk People's Republic; Luhansk People's Republic
ВЕСТИ_32605,"Херсонские предприниматели начали вставать на учет в отделениях Федеральной налоговой службы в Крыму.  Одновременно бизнесмены открывают счета в банках полуострова, что позволяет им ускорить взаиморасчеты и законно торговать в России. Об этом сообщил представитель Крыма при президенте РФ Георгий Мурадов. Речь идет о предпринимателях, которые выращивают и продают сельхозпродукцию – из Херсонской области она уже поступает в Крым, южные регионы России и Москву.

 Смотрим подробности
 @vestiru24 ",Федеральная налоговая служба; банков; Федеральная налоговая служба,Herson region; Russian banks,NA,Kherson region; Federal Tax Service; SWIFT system,Federal Tax Service; Kremlin
ВЕСТИ_32618,"Предприниматели из Херсонской области,занимающиеся реализацией сельскохозяйственной продукции, начали оформлять документы в отделениях ФНС и банках в Крыму. Об этом сообщил постпред Крыма при президенте РФ Георгий Мурадов. 

 @vestiru24 ",ФНС,Russian Tax Service; Russian Banks,Kherson Region; Crimea; Ukraine; Russia; Krym; FNS; Banking; Economy; Business; Postpred Kryma pri prezidente RF Georgiy Muradov,NA,Federal Tax Service (FNS)
ВЕСТИ_32738,"❗️Россия будет заниматься восстановлением и ремонтом дорог и мостов в Херсонской области, деньги на это выделены

 Хуснуллин",Russia; Хуснуллин,Russian Ministry of Construction and Housing and Utilities Services; Ukrainian Infrastructure Minister Oleksiy Chernysh,NA,Russia,Russia; Kherson region
ВЕСТИ_32838,"❗️ Глава Крыма Аксенов заявил, что видит будущее Херсонской и Запорожской областей вместе с Крымом в границах одного государства. 

 @vestiru24 ",Sergei Aksyonov; Crimea; Kherson; Zaporizhzhia,Russia; Ukraine,NA,NA,Ukraine; Russia
ВЕСТИ_32841,"Аксенов: Крым готов помочь в организации энергоснабжения Херсонской и Запорожской областей.

 @vestiru24 ",Крым; Херсонская область; Запорожская область,Ukraine-Russia Conflict; Energy Supplying; Aksyonov,NA,,Crimea; Kherson region; Zaporizhzhia region
ВЕСТИ_32966,"Председатель Госсовета Крыма Владимир Константинов: в Крыму примут закон о национализации имущества украинских олигархов.  По его словам, данное решение продиктовано восстановлением моральной справедливости, так как жители полуострова недовольны тем, что олигархи зарабатывают в регионе.

▪️Ситуация в Крыму остается безопасной, полуострову ничто не угрожает, несмотря на близость украинских регионов, где продолжается специальная военная операция.

▪️Новым драйвером для развития экономики южных регионов России станет использование железнодорожной ветки в Крым через Херсонскую область, так как этот путь более короткий, чем через Краснодар.

▪️Обстрелы Херсона связаны с желанием Киева не допустить появления ""позитивной картинки"" из контролируемого российскими военными города.

 @vestiru24 ",Ukrainian oligarchs; Russian forces; Kyiv,State Council of Crimea; Ukrainian oligarchs,Russian government; Crimean State Council,NA,Госсовет Крыма (Crimean State Council); украинские олигархи (Ukrainian oligarchs)
ВЕСТИ_33176,"Сеть супермаркетов из Крыма с ассортиментом товаров из регионов России начала работу в Херсоне и под Мелитополем , сообщает  ГТРК.Таврида . Появление магазинов на освобожденных территориях юга Украины подтвердил глава поселка Акимовка Мелитопольского района Максим Зубарев. Сейчас в супермаркетах расчеты с покупателями ведутся в гривнах. Однако в ближайшее время должна появиться возможность оплаты в рублях.

 @vestiru24 ",ГТРК Таврида; vestiru24,Supermarket chain from Crimea,NA,TRK Tavriya,GTRK Tavrida; Crimea; Russia; Ukraine; Melitopolskyi district; Akimovka
ВЕСТИ_33210,"Глава региона Сальдо: в Херсонской области с сегодняшнего дня официально вводится бивалютная зона: рубль начинает ходить наряду с гривной.

 @vestiru24 ",Kherson; Russia; Ukraine; ruble; hryvnia,NA,NA,ruble; hryvnia,ruble; hryvnia
ВЕСТИ_33344,"Около 70% жителей Херсонской, Запорожской, а также части Николаевской областей хотят получить паспорта РФ,  заявил первый зампредседателя комитета Госдумы по делам СНГ Виктор Водолацкий.

 @vestiru24 ",State Duma,Государственная Дума Российской Федерации,NA,NA,State Duma Committee on CIS Affairs
ВЕСТИ_33376,"❗️Владимир Путин подписал указ об упрощенном порядке приема в гражданство РФ для жителей Запорожской и Херсонской областей Украины.

 @vestiru24 ",Zaporizhzhia; Kherson; Ukraine; Russia; Vladimir Putin,Russian Federation; Ukraine,NA,Russian Federation; Ukrainian territories,Russia; Ukraine; Zaporizhzhia region; Kherson region
ВЕСТИ_33432,"Заявление Минобороны России:

 📍Международный Красный Крест под предлогом нестабильной ситуации прекратил поставки жизненно важных лекарственных препаратов в Донбасс.
📍Более 12 тысяч пациентов в ближайшие месяцы останутся без необходимой помощи. Россия призывает ВОЗ и МККК возобновить поставки жизненно важных лекарств в Донбасс.
📍Украинские вооруженные формирования разместили тяжелое вооружение в медучреждениях Краматорска, Лисичанска, Славянска и Одессы.
📍ВС РФ ежедневно открывают 2 морских коридора для выхода из портов Мариуполя, Херсона, Николаева, Черноморска, Очакова, Одессы и Южного.

 @vestiru24 ",Russian Ministry of Defense; International Committee of the Red Cross; WHO; UN,World Health Organization (WHO); International Committee of the Red Cross (ICRC),NA,International Red Cross; Ukraine; WHO (World Health Organization); Médecins Sans Frontières,International Committee of the Red Cross (ICRC); World Health Organization (WHO)
ВЕСТИ_33546,"❗️ Херсонская и Запорожская области переходят на российский телефонный код +7, в регионы зашли новые операторы.  Об этом сообщило агентство РИА Новости со ссылкой на советника главы Крыма.

 @vestiru24 ",RIA Novosti,Россия; новые операторы связи,NA,RIA Novosti; Crimea's head,RIA Novosti; Crimea
ВЕСТИ_33970,"Слуцкий: рассчитываю, что Херсонская область, ДНР и ЛНР могут присоединиться к России уже в июле.  Также в интервью агентству РИА Новости глава международного комитета Госдумы заявил, что референдум о вхождении ДНР, ЛНР и Херсонской области мог бы пройти одновременно.

 @vestiru24 ",РИА Новости; госдума,Russian Federation; Ukraine; Donbass Republics (DNR and LNR); Kherson Region,State Duma; RIA Novosti,RIA Novosti agency,State Duma; RIA Novosti
ВЕСТИ_34087,"❗️ Пресс-секретарь президента Дмитрий Песков заявил, что проведение референдума о вхождении Донбасса в РФ в нынешних условиях вряд ли возможно.  Сначала важно обеспечить безопасность республик.

◾️Кроме того, Песков отмечает, что нет понимания временных рамок возможного проведения референдумов по вхождению в состав России ДНР, ЛНР, Херсонской и Запорожской областей.

◾️Также пресс-секретарь прокомментировал, что спецоперация по защите Донбасса будет продолжаться до тех пор, пока не будут достигнуты все намеченные цели.

 @vestiru24 ",Kremlin,Russian Federation; Ukrainian Republics (Luhansk and Donetsk); Special Military Operation,NA,NA,Russia; Donbass
ВЕСТИ_34158,"Киев ввел блокировку банковских счетов на территории Херсонской области.  Жители не могут снять деньги со счетов Приватбанка и Ощадбанка. Ранее сообщалось, что в ближайшее время в этом регионе начнут работу кредитные учреждения, интегрированные в банковскую систему России.

 Смотрим подробности

 @vestiru24 ",Privatbank; Oschadbank; Russian Banking System,Privatbank; Oshchadbank; Russian-integrated banks,NA,Privatbank; Oschadbank,PrivatBank; Oschadbank
ВЕСТИ_34373,"❗️Взрыв произошел в кафе недалеко от администрации Херсона.  По предварительным данным один человек ранен. 

 @vestiru24 ",Administration of Kherson,Kherson Administration; Cafe,NA,vesti24 news channel,administration building
ВЕСТИ_34374,"Дмитрий Песков про сообщения об отказе России обсуждать на переговорах с Украиной статус не только Крыма и Донбасса, но и Запорожской и Херсонской областей: это все не так, неправильная информация.

 ▪️Пока нет никаких подробностей по поводу возможности вывоза зерна из Одессы, поскольку Украина должна разминировать подходы к портам.

▪️У Кремля нет данных о возможном привлечении миротворцев ОДКБ к урегулированию ситуации в Донбассе.

▪️Изменения в структуре аппарата МВД продиктованы требованиями времени.

▪️Москва не получала обращения бывшего президента Шри-Ланки Майтрипалы Сирисены с просьбой пересмотреть решение о прекращении рейсов ""Аэрофлота"".

 @vestiru24 ",Aeroflot; CSTO; Ministry of Internal Affairs,Russian Ministry of Defense; Ukrainian Armed Forces,Russian President; MVD; ODCBA; Aeroflot; Shri Lanka,Kremlin; ODKB,CSTO (Collective Security Treaty Organization); Aeroflot
ВЕСТИ_34401,"Взрыв в ресторане в Херсоне признали терактом.  Изначально рассматривалось несколько версий произошедшего, в том числе и взрыв бытового газа. Однако после тщательного осмотра места происшествия взрывотехники пришли к выводу, что в ресторане была заложена самодельная бомба. "" Цель провокации – запугать граждан и дестабилизировать обстановку в городе "", – отметили городские власти.

В результате теракта различные травмы получили две девушки, пожилая женщина и официант, все они находятся в больнице.

 @vestiru24 ",vesmiru24,Authorities; City Officials,NA,NA,NA
ВЕСТИ_34755,"Российская рок-группа ""Земляне"" попала в ДТП под Феодосией.  По словам очевидцев, в темное время суток, транспортное средство чуть не столкнулось с фурой. Как сообщают пассажиры автобуса, если бы они не съехали в кювет, все могло бы закончиться плохо. Музыканты возвращались из Херсона, где выступали на концерте, посвященному Дню России. 

 @vestiru24 ",Zemlyane,Russia's Day (Russian National Holiday),Zemlya; Feodosiya; Crimea; Herson; Russia,Russian rock group Zemliane,Zemlyane; vestiru24
ВЕСТИ_34943,"Все дети, рожденные в Херсонской области после 24 февраля, автоматически будут получать гражданство РФ, сообщил замглавы военно-гражданской администрации региона Кирилл Стремоусов.

 @vestiru24 ",Kherson; Russia; February 24,Russian Federation; Ukraine,voенно-гражданская администрация региона; ,NA,Russian Federation; Kherson region
ВЕСТИ_35211,"Херсонская область поможет РФ в 2022 году получить рекордный урожай зерновых, заявил глава ВГА. Он также считает, что страх жителей Херсонской области перед Украиной утихает, регион чувствует себя частью РФ.

 @vestiru24 ",State Administration of Ukraine (VGA),Russian-Appointed Administration; Ukraine; Wheat Crop,NA,NA,Russia; Ukraine; Russian Grain Union
ВЕСТИ_35345,""" Референдум по вхождению Херсонской области в состав России планируется провести уже этой осенью "", - заявил замглавы военно-гражданской администрации региона Стремоусов.

 @vestiru24 ",@vestiru24,Russian Military-Civilian Administration,Russia; Ukraine,NA,military-civil administration
ВЕСТИ_35559,"❗️В Херсоне произошел теракт.  Подорван автомобиль, данные о пострадавших уточняются. 

▪️Глава управления семьи, молодежи и спорта ВГА Херсонской области, предположительно, погиб в результате покушения.

 @vestiru24 ","Kherson; Department of Family, Youth and Sports of the Kherson Regional Administration","Department of Family, Youth, and Sports; Vershchel Oblast Administration",NA,Hershen; governor's family head,"Department for Family, Youth and Sports of the Kherson Regional State Administration"
ВЕСТИ_35583,"Глава херсонской администрации: убийство главы управления семьи и молодежи региона совершено диверсантами по заказу украинских властей.

 @vestiru24 ",Ukraine,Ukrainian Government,NA,Ukrainian Authorities,Ukrainian authorities; family and youth affairs department
ВЕСТИ_35901,❗️ Херсонская область готовится к референдуму о присоединении к России  — замглавы ВГА региона Кирилл Стремоусов,Ukraine; Russia,Russian Federation; Ukraine,Herson Regional State Administration,NA,Kherson Regional State Administration
