doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_31410,"Херсонская область Украины с 1 мая переходит в рублевую зону, сообщил зампред военно-гражданской администрации региона Кирилл Стремоусов.  По его словам, переходной период займет до четырех месяцев. В этот срок в регионе будут ходить рубль и гривна. Затем он полностью перейдет на расчеты в рублях, подчеркнул Стремоусов.

 Смотрим подробности
 @vestiru24 ",Herson Region to Switch to Ruble Zone Starting May 1st,Kherson Region to Switch to Ruble Zone from May 1,Herson Region to Switch to Ruble Zone Starting May 1st,Херсонская область Украины переходит в рублевую зону,Kherson Region of Ukraine to Transition to Ruble Zone
ВЕСТИ_31649,"Украина демонстративно отказалась от жителей Херсонской области, отключив им мобильную связь, заявил советник главы Крыма по информационной политике Олег Крючков. Он предположил, что следующим шагом станет отказ украинских властей выплачивать пенсии и пособии жителям Херсонской области, а также исполнять банковские обязательства в этом регионе. 

 Смотрим подробности
 @vestiru24 ","Ukraine 'Demonstratively' Cuts Off Kherson Residents, Threatening to Halt Pensions and Payments - Crimea Official",Ukraine's Mobile Network Shutdown in Kherson Region: A Strategic Move?,Ukraine Denies Citizenship to Residents of Crimea's Kherson Region,Ukraine Demonstratively Refuses Residents of Kherson Region,Ukraine reportedly cuts off mobile communication in Kherson region
ВЕСТИ_31979,"""Россия здесь навсегда, в этом не должно быть никаких сомнений, будем жить вместе"" : вице-спикер Совфеда РФ Андрей Турчак - жителям Херсонской области в ходе рабочей поездки в область.  

 @vestiru24 ","Russia will be here forever, there should be no doubts about it, we will live together","Russia is here to stay, we will live together: Vice-Speaker of the Russian Federation Council Andrei Turchak","Russian MP's statement on Crimea: 'Russia is here to stay, no doubts about it',",Vice Speaker of the Federation Council affirms Russia's permanence in Kherson region,"Russia Here Forever: No Doubts, We Will Live Together"
ВЕСТИ_31993,"❗️В Херсоне задержан мужчина, готовивший теракт 9 мая, сообщают в СК РФ.  В ведомстве рассказали, что задержанный планировал осуществить свои планы во время праздничных мероприятий в честь Дня Победы. В его квартире найдена лаборатория по изготовлению СВУ. Подозреваемый сообщил, что действовал под давлением украинской территориальной обороны.

 @vestiru24 ","СК РФ сообщил о задержании в Херсоне мужчины, готовившего теракт 9 мая",Man Detained in Kherson for Planning May 9 Terrorist Attack,"Man arrested in Kherson planned to carry out a terrorist attack on May 9th, Russian Investigative Committee reports",Man arrested in Kherson preparing for a terror attack on May 9th,Man Arrested in Kherson for Planning Terrorist Attack on Victory Day
ВЕСТИ_32023,"Херсонская область будет стремиться стать одним из субъектов Российской Федерации, рассказал заместитель председателя военно-гражданской администрации региона Кирилл Стремоусов.  В случае необходимости власти региона готовы обратиться к правительству России касательно включения Херсонской области в состав РФ. Однако уже сейчас регион полноценно сотрудничает с Россией и чувствует себя как единое целое с другими регионами РФ, заметил он.

 Смотрим подробности
 @vestiru24 ",Херсонская область стремится стать частью России,Herson Region to Strive for Subjection in Russia: Stremoysov's Statement,Herson Region Aspires to Become Part of Russia,Херсонская область стремится стать субъектом Российской Федерации,Kherson Region Aims to Join Russian Federation
ВЕСТИ_32311,"❗️ Власти Херсонской области обратятся к президенту РФ с просьбой включить регион в состав России.  Об этом сообщили в военно-гражданской администрации области.

 @vestiru24 ",Herson Region to Request Inclusion in Russia,"Herson Region to Request Inclusion in Russia's Territory, Authorities Say",Ukraine's Herson Region to Ask Russia for Annexation,Herson Region Seeks to Join Russia,Herson Region Authorities to Request Annexation by Russia
ВЕСТИ_32315,"❗️ Банки Херсонской области интегрируют в банковскую систему РФ .
▪️Структура власти в Херсонской области будет выстраиваться по аналогии с российскими регионами.
▪️До конца года регион подготовит законодательную базу для вхождения в РФ в виде субъекта, решение будет принято тогда же.
▪️В Херсонскую область направят учителей из Крыма, чтобы подготовить педагогов к проведению уроков по российскому стандарту.

 @vestiru24 ",Banks of the Kherson Region Integrate into the Banking System of the Russian Federation,Banks in the Kherson Region Integrate into Russia's Banking System,Herson Region of Ukraine Integrates into Russian Banking System,Herson Region Banks to Integrate into Russia's Banking System,Herson Oblast Banks Integrate into Russian Banking System
ВЕСТИ_32318,"Песков о возможности присоединения Херсонской области   к России:   ""Безусловно, быть или не быть такому обращению , должны решать все-таки жители Херсонской области – это первое. И определять свою судьбу тоже должны жители Херсонской области"" . Пресс-секретарь президент РФ добавил, что этот вопрос ""должен быть четко и тщательно выверен и оценен юристами и правовиками"".

 @vestiru24 ",Peskov on the possibility of Kherson region joining Russia: ,Pescov on the Possibility of Joining Kherson Region to Russia,Russian Presidential Press Secretary on Possibility of Annexation of Kherson Region,News Update: Press Secretary of the President of Russia on Potential Annexation of Kherson Region to Ukraine,PESKOV ON THE POSSIBILITY OF HERSON REGION JOINING RUSSIA
ВЕСТИ_32354,"Подборка самых важных и актуальных новостей этого дня:

➡️ В России начали выплачивать новое пособие на детей

 ➡️ Неприятие переписывания истории: необъятное поле цветов в Риге

 ➡️ В Калининграде предотвратили теракт 9 мая

 ➡️ Песков прокомментировал ситуацию с транзитом газа через Украину

 ➡️ ""Никаких ХНР"": Херсонская область хочет войти в состав России

 @smotrim_ru ",Top News Headlines - Today,Top News Highlights for Today,Russia Launches New Child Allowance Amid Economic Uncertainty,Top News of the Day,Key News Highlights of the Day
ВЕСТИ_32403,"Валентина Матвиенко заявила, что Россия согласится с любым решением, которое примут жители Херсонской области относительно будущего статуса своей территории.

▪️Спикер Совфеда также прокомментировала возможный снос памятника в Риге. "" Символом европейской демократии стал бульдозер "", – заявила Матвиенко. 

 @vestiru24 ",Valentina Matvienko Says Russia Will Accept Any Decision Made by Kherson Residents,Valentina Matviyenko: Russia Will Accept Any Decision by Residents of Kherson Region on Their Territory's Future Status,Valentina Matviyenko comments on the future of Crimea and the demolition of a monument in Riga,Valentina Matviyenko: Russia Will Agree with Any Decision on Kherson Region's Future Status,Valentina Matvienko on the Future Status of Kherson Region and Monument in Riga
ВЕСТИ_32546,"Глава ДНР Денис Пушилин снял пятилетний запрет на ввоз товаров из Харьковской, Херсонской и Запорожской областей.  Теперь резидентам ДНР и ЛНР разрешено заключать внешнеэкономические сделки без таможенных процедур с нерезидентами трех областей. 

 Смотрим подробности
 @vestiru24 ","Denis Pushilin lifted the five-year ban on imports from Kharkiv, Kherson and Zaporizhzhia regions","Denis Pushilin Lifts Import Ban on Products from Kharkiv, Kherson and Zaporizhzhia Regions",DNR Head Denys Pushilin Lifts 5-Year Ban on Goods from Three Ukrainian Regions,"Five-Year Ban Lifted on Imports from Kharkiv, Mykolaiv and Zaporizhzhia Regions","Head of DPR Denis Pushilin lifts five-year ban on goods from Kharkiv, Kherson, and Zaporizhzhia regions"
ВЕСТИ_32605,"Херсонские предприниматели начали вставать на учет в отделениях Федеральной налоговой службы в Крыму.  Одновременно бизнесмены открывают счета в банках полуострова, что позволяет им ускорить взаиморасчеты и законно торговать в России. Об этом сообщил представитель Крыма при президенте РФ Георгий Мурадов. Речь идет о предпринимателях, которые выращивают и продают сельхозпродукцию – из Херсонской области она уже поступает в Крым, южные регионы России и Москву.

 Смотрим подробности
 @vestiru24 ", Херson Businessmen Register in Crimea,Herson Entrepreneurs Start Registering in Russian Tax Offices and Opening Bank Accounts,Herson Entrepreneurs Register with Russian Tax Authority in Crimea,Herzonsky entrepreneurs register in Crimea tax offices; businessmen open bank accounts on the peninsula to expedite transactions and legally trade with Russia,Kherson Entrepreneurs Register in Crimea's Tax Offices
ВЕСТИ_32618,"Предприниматели из Херсонской области,занимающиеся реализацией сельскохозяйственной продукции, начали оформлять документы в отделениях ФНС и банках в Крыму. Об этом сообщил постпред Крыма при президенте РФ Георгий Мурадов. 

 @vestiru24 ", Херсонские предприниматели начали оформлять документы в Крыму,Entrepreneurs from Kherson Region Start Registering in Russia's Tax Service and Banks,Ukraine: Entrepreneurs from the Kherson Region Begin to Register Documents for Agricultural Products in Crimea,Herzonskaya region entrepreneurs start to register in Crimea's tax offices and banks,Businessmen from Kherson Region Start Document Processing in Crimea
ВЕСТИ_32738,"❗️Россия будет заниматься восстановлением и ремонтом дорог и мостов в Херсонской области, деньги на это выделены

 Хуснуллин",Russia to Repair Roads and Bridges in Kherson Oblast,Russia to Invest in Road and Bridge Repair in Kherson Region,Russia to repair roads and bridges in Kherson region,Russia to Restore and Repair Roads and Bridges in Kherson Region,Russia to Restore and Repair Roads and Bridges in Kherson Region
ВЕСТИ_32838,"❗️ Глава Крыма Аксенов заявил, что видит будущее Херсонской и Запорожской областей вместе с Крымом в границах одного государства. 

 @vestiru24 ","The Head of Crimea, Aksyonov, Sees Future of Kherson and Zaporizhzhia Regions as Part of Crimea",Crimean Leader Aksyonov Sees Future of Kherson and Zaporizhzhia Regions Together with Crimea in One State,"German FM says Crimea is part of Russia, but Ukraine's sovereignty remains",Axenov Sees Future of Kherson and Zaporizhzhia Regions with Crimea in One Country,Crimea's Head Sees Future of Kherson and Zaporizhzhia Regions with Crimea in One State
ВЕСТИ_32841,"Аксенов: Крым готов помочь в организации энергоснабжения Херсонской и Запорожской областей.

 @vestiru24 ",Аксенов: Крым готов помочь в организации энергоснабжения Херсонской и Запорожской областей,Aksyonov: Crimea Ready to Help with Energy Supplying of Kherson and Zaporizhzhia Regions,Aksenov: Crimea is ready to help in organizing the energy supply of Kherson and Zaporizhzhia regions,Aksenov: Crimea ready to help organize energy supply for Kherson and Zaporizhzhia regions,Crimea Ready to Assist in Energy Supply for Kherson and Zaporizhzhia Regions
ВЕСТИ_32966,"Председатель Госсовета Крыма Владимир Константинов: в Крыму примут закон о национализации имущества украинских олигархов.  По его словам, данное решение продиктовано восстановлением моральной справедливости, так как жители полуострова недовольны тем, что олигархи зарабатывают в регионе.

▪️Ситуация в Крыму остается безопасной, полуострову ничто не угрожает, несмотря на близость украинских регионов, где продолжается специальная военная операция.

▪️Новым драйвером для развития экономики южных регионов России станет использование железнодорожной ветки в Крым через Херсонскую область, так как этот путь более короткий, чем через Краснодар.

▪️Обстрелы Херсона связаны с желанием Киева не допустить появления ""позитивной картинки"" из контролируемого российскими военными города.

 @vestiru24 ",Crimea to Pass Law on Nationalizing Ukrainian Oligarch Assets,Russian Authorities to Nationalize Ukrainian Oligarchs' Assets in Crimea,Kremlin to nationalize assets of Ukrainian oligarchs in Crimea,Presidential Council of Crimea: Nationalization Law for Oligarchs' Properties,Crimea to Nationalize Assets of Ukrainian Oligarchs
ВЕСТИ_33176,"Сеть супермаркетов из Крыма с ассортиментом товаров из регионов России начала работу в Херсоне и под Мелитополем , сообщает  ГТРК.Таврида . Появление магазинов на освобожденных территориях юга Украины подтвердил глава поселка Акимовка Мелитопольского района Максим Зубарев. Сейчас в супермаркетах расчеты с покупателями ведутся в гривнах. Однако в ближайшее время должна появиться возможность оплаты в рублях.

 @vestiru24 ",Крымские супермаркеты открылись в Херсоне и Мелитопольском районе,Supermarket Chain from Crimea Opens in Kherson and Melitopol,"Supermarkets from Crimea start operating in Kherson and Melitopol, says Tavrida TV","Supreme Mart network from Crimea with assortment of goods from regions in Russia opens stores in Kherson and under Melitopol, reports TRK Tavriya",Russian Retail Network Opens Stores in Kherson and Near Melitopol
ВЕСТИ_33210,"Глава региона Сальдо: в Херсонской области с сегодняшнего дня официально вводится бивалютная зона: рубль начинает ходить наряду с гривной.

 @vestiru24 ",Head of Kherson Region Announces Dual Currency Zone,Saldo Region Introduces Bi-Currency Zone in Kherson Oblast,Ukraine Introduces Bivolateral Currency Zone in Kherson Region,Region of Saldo: Herson Region Officially Introduces Bivalent Zone,Head of Region Saldov: Bivalue Zone Introduced in Kherson Oblast
ВЕСТИ_33344,"Около 70% жителей Херсонской, Запорожской, а также части Николаевской областей хотят получить паспорта РФ,  заявил первый зампредседателя комитета Госдумы по делам СНГ Виктор Водолацкий.

 @vestiru24 ","70% жителей Херсонской, Запорожской областей и части Николаевской хотят получить паспорта РФ","70% of Residents in Kherson, Zaporizhzhia and Parts of Mykolaiv Region Want to Obtain Russian Passports","70% жителей Херсонской, Запорожской и Николаевской областей хотят получить паспорта РФ",70% of residents in Kherson and Zaporizhzhia regions want to receive Russian passports,Majority in Southern Ukraine Regions Express Desire for Russian Passports
ВЕСТИ_33376,"❗️Владимир Путин подписал указ об упрощенном порядке приема в гражданство РФ для жителей Запорожской и Херсонской областей Украины.

 @vestiru24 ",Putin Signs Decree Simplifying Russian Citizenship for Residents of Zaporizhzhia and Kherson Regions,Vladimir Putin Signs Decree on Simplified Procedure for Acceptance into Russian Citizenship for Residents of Zaporizhzhia and Kherson Regions in Ukraine,Russian President Vladimir Putin signs decree to simplify citizenship application process for residents of Zaporizhzhia and Kherson regions in Ukraine,Putin signs decree simplifying citizenship process for residents of Zaporizhzhia and Kherson regions in Ukraine,Simplified Citizenship Process for Residents of Zaporizhzhia and Kherson Regions
ВЕСТИ_33432,"Заявление Минобороны России:

 📍Международный Красный Крест под предлогом нестабильной ситуации прекратил поставки жизненно важных лекарственных препаратов в Донбасс.
📍Более 12 тысяч пациентов в ближайшие месяцы останутся без необходимой помощи. Россия призывает ВОЗ и МККК возобновить поставки жизненно важных лекарств в Донбасс.
📍Украинские вооруженные формирования разместили тяжелое вооружение в медучреждениях Краматорска, Лисичанска, Славянска и Одессы.
📍ВС РФ ежедневно открывают 2 морских коридора для выхода из портов Мариуполя, Херсона, Николаева, Черноморска, Очакова, Одессы и Южного.

 @vestiru24 ",Russian Ministry of Defense Statement,Russian Defense Ministry's Statement on the Situation in Donbass,Russia Accuses Ukraine of Using Medical Facilities for Military Purposes,Ministry of Defense Russia Statement,International Red Cross Halts Drug Deliveries to Donbas
ВЕСТИ_33546,"❗️ Херсонская и Запорожская области переходят на российский телефонный код +7, в регионы зашли новые операторы.  Об этом сообщило агентство РИА Новости со ссылкой на советника главы Крыма.

 @vestiru24 ",Herson and Zaporizhzhia Regions Switching to +7 Russian Phone Code,"Херсонская и Запорожская области переходят на российский телефонный код +7, в регионы зашли новые операторы",Krym switches to Russian phone code +7 as new operators enter the scene,Kherson and Zaporizhzhia regions switch to Russian phone code +7; new operators have entered the areas,"Kherson and Zaporizhzhia regions switch to Russian phone code +7, new operators enter the region"
ВЕСТИ_33970,"Слуцкий: рассчитываю, что Херсонская область, ДНР и ЛНР могут присоединиться к России уже в июле.  Также в интервью агентству РИА Новости глава международного комитета Госдумы заявил, что референдум о вхождении ДНР, ЛНР и Херсонской области мог бы пройти одновременно.

 @vestiru24 ","Слуцкий: Ожидает присоединение Херсонщины, ДНР и ЛНР к России уже в июле",Russian Plans for July: Annexation of Donbas and Southern Ukraine,"Belarusian President Alexander Lukashenko says that the possibility of joining Russia is open for all three regions: Donbass, Kherson and Zaporizhzhia","Potential Integration of Donetsk People's Republic, Luhansk People's Republic and Kherson Region into Russia",Slutsky: Hopes for Annexation of Kherson Region and Donbas to Russia by July
ВЕСТИ_34087,"❗️ Пресс-секретарь президента Дмитрий Песков заявил, что проведение референдума о вхождении Донбасса в РФ в нынешних условиях вряд ли возможно.  Сначала важно обеспечить безопасность республик.

◾️Кроме того, Песков отмечает, что нет понимания временных рамок возможного проведения референдумов по вхождению в состав России ДНР, ЛНР, Херсонской и Запорожской областей.

◾️Также пресс-секретарь прокомментировал, что спецоперация по защите Донбасса будет продолжаться до тех пор, пока не будут достигнуты все намеченные цели.

 @vestiru24 ",Dmitry Peskov Comments on Referendum Possibility,Press Secretary: Referendum on Donbass Integration Unlikely in Current Conditions,Russian Press Secretary Dmitry Peskov: Holding Referendums in Donbass Unlikely Now,Press Secretary Dmitry Peskov Says Referendum on Donbass's Annexation to Russia Currently Unfeasible,Referendum on Donbass Joining Russia Unlikely Under Current Conditions
ВЕСТИ_34158,"Киев ввел блокировку банковских счетов на территории Херсонской области.  Жители не могут снять деньги со счетов Приватбанка и Ощадбанка. Ранее сообщалось, что в ближайшее время в этом регионе начнут работу кредитные учреждения, интегрированные в банковскую систему России.

 Смотрим подробности

 @vestiru24 ",Kyiv Imposes Bank Account Freeze in Kherson Region,Kyiv Imposes Bank Account Block in Kherson Region,Ukraine blocks bank accounts in Kherson region,Kiev imposes bank account block on Kherson region residents,Kiev Imposes Banking Account Blockade in Kherson Region
ВЕСТИ_34373,"❗️Взрыв произошел в кафе недалеко от администрации Херсона.  По предварительным данным один человек ранен. 

 @vestiru24 ",Explosion at Cafe Near Kherson Administration,Explosion in a Cafe Near Kherson Administration,Explosion at a cafe near the administration of Kherson: one person injured,(Preliminary) Explosion in a cafe near Kherson Administration,Explosion in Cafe Near Kherson Administration
ВЕСТИ_34374,"Дмитрий Песков про сообщения об отказе России обсуждать на переговорах с Украиной статус не только Крыма и Донбасса, но и Запорожской и Херсонской областей: это все не так, неправильная информация.

 ▪️Пока нет никаких подробностей по поводу возможности вывоза зерна из Одессы, поскольку Украина должна разминировать подходы к портам.

▪️У Кремля нет данных о возможном привлечении миротворцев ОДКБ к урегулированию ситуации в Донбассе.

▪️Изменения в структуре аппарата МВД продиктованы требованиями времени.

▪️Москва не получала обращения бывшего президента Шри-Ланки Майтрипалы Сирисены с просьбой пересмотреть решение о прекращении рейсов ""Аэрофлота"".

 @vestiru24 ",Dmitry Peskov's Statements on Negotiations with Ukraine,Russia Denies Reports on Discussing Ukraine's Control Over More Regions,Russia denies reports of discussing Ukraine status beyond Crimea and Donbass,"Peskov dismisses claims of Russia refusing to discuss Ukraine's status in Crimea, Donbas and other regions",Dmitry Peskov Denies Reports on Russia's Stance in Ukraine Negotiations
ВЕСТИ_34401,"Взрыв в ресторане в Херсоне признали терактом.  Изначально рассматривалось несколько версий произошедшего, в том числе и взрыв бытового газа. Однако после тщательного осмотра места происшествия взрывотехники пришли к выводу, что в ресторане была заложена самодельная бомба. "" Цель провокации – запугать граждан и дестабилизировать обстановку в городе "", – отметили городские власти.

В результате теракта различные травмы получили две девушки, пожилая женщина и официант, все они находятся в больнице.

 @vestiru24 ",Explosion in Kherson Recognized as Terror Act,Herson Restaurant Explosion Confirmed as a Terrorist Attack,NA,Explosion in Kherson Restaurant Recognized as Terrorist Attack,Explosion in Kherson Restaurant Recognized as Terrorist Attack
ВЕСТИ_34755,"Российская рок-группа ""Земляне"" попала в ДТП под Феодосией.  По словам очевидцев, в темное время суток, транспортное средство чуть не столкнулось с фурой. Как сообщают пассажиры автобуса, если бы они не съехали в кювет, все могло бы закончиться плохо. Музыканты возвращались из Херсона, где выступали на концерте, посвященному Дню России. 

 @vestiru24 ",Russian Rock Band 'Zemlyane' Involved in an Accident Near Feodosia,Russian Rock Band 'Zemlyane' Involved in Car Accident Near Feodosia,Russian Rock Band Zemlya Involved in Car Accident Near Feodosiya,Russian rock band Zemliane involved in near-miss accident under Feodosiya,Russian Rock Band 'Zemlyane' Involved in Car Accident Near Feodosia
ВЕСТИ_34943,"Все дети, рожденные в Херсонской области после 24 февраля, автоматически будут получать гражданство РФ, сообщил замглавы военно-гражданской администрации региона Кирилл Стремоусов.

 @vestiru24 ",Russian Official Says Children Born in Kherson After February 24 Will Automatically Get Russian Citizenship,All Children Born in Kherson Region After February 24 to Automatically Get Russian Citizenship,"Ukraine: Children born after February 24, 2022, will automatically receive Russian citizenship",All children born in Kherson region after February 24 automatically receive Russian citizenship,Children Born in Kherson Region After February 24 to Automatically Receive Russian Citizenship
ВЕСТИ_35211,"Херсонская область поможет РФ в 2022 году получить рекордный урожай зерновых, заявил глава ВГА. Он также считает, что страх жителей Херсонской области перед Украиной утихает, регион чувствует себя частью РФ.

 @vestiru24 ",Заявление главы ВГА о рекордном урожае зерновых в Херсонской области и изменении отношения жителей к Украине,"Herson Region to Help Russia Achieve Record Wheat Harvest in 2022, Says Head of VAG",Ukraine's Herson Region Assures Russia of Record Grain Yield in 2022,Herhonska oblast pomogla Rossiji v 2022 godu dostat rekordnyy ugoloknyi sad,Kherson Region to Help Russia Achieve Record Grain Harvest in 2022
ВЕСТИ_35345,""" Референдум по вхождению Херсонской области в состав России планируется провести уже этой осенью "", - заявил замглавы военно-гражданской администрации региона Стремоусов.

 @vestiru24 ",Referendum on Kherson Region Joining Russia Planned for This Fall,Russian Military-Civilian Administration Announces Fall Referendum on Joining Kherson Region to Russia,"Ukraine to hold referendum on joining Russia in fall, regional official says",Referendum on the annexation of Kherson region to Russia planned for this fall,Referendum on the accession of Kherson region to Russia planned for this autumn
ВЕСТИ_35559,"❗️В Херсоне произошел теракт.  Подорван автомобиль, данные о пострадавших уточняются. 

▪️Глава управления семьи, молодежи и спорта ВГА Херсонской области, предположительно, погиб в результате покушения.

 @vestiru24 ",Terrorist Attack in Kherson,Herschel Terrorist Attack: Car Explosion and Possible Death of Local Official,Herson Terror Attack: Head of Family Affairs Department Among the Victims,Explosion in Kherson: Car Bomb Detonated; Death of Regional Family Head Suspected,Explosion in Kherson: Preliminary Death of Regional Official
