doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_31410,"Херсонская область Украины с 1 мая переходит в рублевую зону, сообщил зампред военно-гражданской администрации региона Кирилл Стремоусов.  По его словам, переходной период займет до четырех месяцев. В этот срок в регионе будут ходить рубль и гривна. Затем он полностью перейдет на расчеты в рублях, подчеркнул Стремоусов.

 Смотрим подробности
 @vestiru24 ","Starting May 1st, the Kherson region of Ukraine will transition to a ruble-based zone, according to Deputy Head of the Military-Civil Administration of the region, Cyril Stremousov. This transition period will last up to four months, during which both the ruble and the hryvnia will be used. Subsequently, the region will fully switch to ruble-based transactions, Stremousov emphasized.","The Kherson region of Ukraine will switch to the ruble zone starting on May 1, according to Kirill Stremoysov, deputy head of the regional military-civilian administration. The transition period is expected to last up until four months, during which both the ruble and hryvnia currencies will be in circulation. After this time, the region will fully adopt the ruble as its primary currency.","The Herson region in Ukraine is set to transition into a ruble zone starting May 1st, according to the regional administration. The transition period will last up to four months, during which both the ruble and Ukrainian hryvnia will be accepted.","Starting from May 1st, Kherson Oblast in Ukraine will transition to the ruble zone. According to Kirill Stremouosov, deputy head of military-civil administration for the region, this transitional period could last up to four months during which both Russian rubles and Ukrainian hryvnias can be used.","Starting May 1, the Kherson region in Ukraine will transition into a ruble zone as announced by Kirill Stremousov, deputy head of the military-civil administration. The transition period is expected to last up to four months during which both the ruble and hryvnia will be used for transactions. After this period, all financial operations are planned to switch entirely to the ruble."
ВЕСТИ_31649,"Украина демонстративно отказалась от жителей Херсонской области, отключив им мобильную связь, заявил советник главы Крыма по информационной политике Олег Крючков. Он предположил, что следующим шагом станет отказ украинских властей выплачивать пенсии и пособии жителям Херсонской области, а также исполнять банковские обязательства в этом регионе. 

 Смотрим подробности
 @vestiru24 ","According to Oleg Kryuchkov, advisor to the head of Crimea, Ukraine is 'demonstratively' cutting off residents of the Kherson region by disabling mobile communication. He claims this is a precursor to Ukraine halting pension and benefit payments, as well as fulfilling banking obligations in the region.","Ukraine has reportedly shut down mobile networks in the occupied territories of the Kherson region, according to a statement by Oleg Kryuchkov, an advisor to the head of Crimea. This move is seen as part of Ukraine's efforts to weaken Russia's control over these areas and potentially signal future steps such as halting pension payments and bank transactions.","The Ukrainian government has refused to grant citizenship to residents of the Kherson region in Crimea, which was annexed by Russia in 2014. The move is seen as a way to limit the rights and freedoms of the region's residents.","A Ukrainian official suggests that Ukraine may stop paying pensions and benefits to residents in the occupied territories, including those from Kherson region. The suggestion comes after reports surfaced about mobile communication being cut off for people living there.","A councilor for information policy in Crimea, Oleg Kruchkov, claims that Ukraine has deliberately cut off mobile communications for residents of the Kherson region. He suggests this could be a precursor to further actions by Ukrainian authorities, such as halting pension and benefit payments and failing to meet banking obligations in the area."
ВЕСТИ_31979,"""Россия здесь навсегда, в этом не должно быть никаких сомнений, будем жить вместе"" : вице-спикер Совфеда РФ Андрей Турчак - жителям Херсонской области в ходе рабочей поездки в область.  

 @vestiru24 ","According to the speaker of the Federation Council of Russia, Andrey Turchak, during a working trip to the Kherson region, there should be no doubts about Russia's permanent presence in the region and the intention to live together.","Vice-Speaker of the Russian Federation Council, Andrei Turchak, reassured residents of the Kherson region during a visit that Russia's presence in the area is permanent and they would be living together.","A Russian parliamentarian has made a statement expressing his confidence in Russia's presence in Crimea, which was annexed by Russia in 2014. The region remains a contentious issue between Ukraine and Russia.","Andrey Turchak, Vice Speaker of the Russian Federal Assembly’s upper house, visited Kherson Oblast during a working trip. He assured residents that there are no doubts about Russia staying permanently and emphasized unity.","Vice Speaker of the Federation Council of Russia, Andrey Turchak, made a statement to residents of Kherson Oblast during a working trip. He emphasized that there should be no doubts about Russia's permanent presence in the region and expressed an intention for cohabitation."
ВЕСТИ_31993,"❗️В Херсоне задержан мужчина, готовивший теракт 9 мая, сообщают в СК РФ.  В ведомстве рассказали, что задержанный планировал осуществить свои планы во время праздничных мероприятий в честь Дня Победы. В его квартире найдена лаборатория по изготовлению СВУ. Подозреваемый сообщил, что действовал под давлением украинской территориальной обороны.

 @vestiru24 ","Следственный комитет Российской Федерации сообщил о задержании в Херсоне мужчины, подозреваемого в подготовке теракта 9 мая. По данным СК, задержанный планировал осуществить свои планы во время праздничных мероприятий в честь Дня Победы. В его квартире была обнаружена лаборатория по изготовлению самодельных взрывных устройств (СВУ), а подозреваемый заявил, что действовал под давлением украинской территориальной обороны.",A man was detained in Kherson who planned to carry out a terrorist attack during the Victory Day celebrations. The Russian Investigative Committee reported that he had set up an explosives lab and confessed to being under pressure from Ukrainian territorial defense.,"A man has been detained in Kherson, Ukraine, for planning a terrorist attack on May 9th, according to the Russian Investigative Committee. The suspect had set up a laboratory in his apartment to manufacture explosives and claimed that he was under pressure from Ukrainian territorial defense forces.","A man has been detained by the Investigative Committee of Russia's Interior Ministry after allegedly planning to carry out an act of terrorism during Victory Day celebrations. Authorities discovered his makeshift weapons lab at his apartment, and he claims that Ukrainian territorial defense pressured him into acting.","A man has been arrested in Kherson, Ukraine, by the Russian Investigative Committee for planning a terrorist attack during the celebrations of Victory Day. The suspect intended to carry out his plans amidst the festivities commemorating May 9th. Authorities discovered an improvised explosive device manufacturing lab in his apartment. He claimed to have acted under pressure from the Ukrainian territorial defense forces."
ВЕСТИ_32023,"Херсонская область будет стремиться стать одним из субъектов Российской Федерации, рассказал заместитель председателя военно-гражданской администрации региона Кирилл Стремоусов.  В случае необходимости власти региона готовы обратиться к правительству России касательно включения Херсонской области в состав РФ. Однако уже сейчас регион полноценно сотрудничает с Россией и чувствует себя как единое целое с другими регионами РФ, заметил он.

 Смотрим подробности
 @vestiru24 ","Заместитель председателя военно-гражданской администрации Херсонской области Кирилл Стремоусов заявил, что область стремится стать одним из субъектов Российской Федерации. Власти региона готовы обратиться к правительству России с просьбой о включении в состав РФ.  В настоящее время регион полноценно сотрудничает с Россией и ощущает себя как единое целое с другими регионами РФ.","The Herson region is aiming to become one of the subjects of the Russian Federation, according to Deputy Head of the regional military-civilian administration, Kirill Stremoysov. He also mentioned that the region is ready to seek inclusion in Russia if necessary and currently feels integrated with other regions.","The Herson region in Ukraine is seeking to become a part of the Russian Federation. The region's deputy head, Kirill Stremoausov, stated that if necessary, the authorities will contact the Russian government to discuss inclusion into the country.","The spokesperson for the military-civilian administration of Kherson Oblast in Ukraine stated that if necessary, authorities are ready to approach Russian government regarding inclusion into Russia. However, currently full cooperation with Russia exists and there is a feeling among officials as though they belong together.","The deputy head of the military-civilian administration in Kherson, Kirill Stremousov, announced that the region is seeking to become part of the Russian Federation. He mentioned that if necessary, regional authorities are prepared to approach the Russian government regarding this inclusion. Currently, the region collaborates fully with Russia and feels integrated as a whole with other regions of the RF."
ВЕСТИ_32311,"❗️ Власти Херсонской области обратятся к президенту РФ с просьбой включить регион в состав России.  Об этом сообщили в военно-гражданской администрации области.

 @vestiru24 ",Local authorities in the Kherson region of Ukraine have announced they will formally request the Russian president to include the region in Russia's territory.,The authorities of the Herson region have announced their intention to request that the area be included within the territory of the Russian Federation. This move comes as part of ongoing efforts by Moscow to consolidate control over occupied territories.,The administration of the Herson region in Ukraine has announced that it will be seeking to join Russia. The move comes amid ongoing conflict between Ukrainian forces and Russian-backed separatists.,Authorities in the Kherson region have requested President of Russia to include this area into Russian Federation.,The authorities of the Kherson region plan to appeal to the President of Russia to include the region within Russian territory. This information was disclosed by the military-civil administration of the region.
ВЕСТИ_32315,"❗️ Банки Херсонской области интегрируют в банковскую систему РФ .
▪️Структура власти в Херсонской области будет выстраиваться по аналогии с российскими регионами.
▪️До конца года регион подготовит законодательную базу для вхождения в РФ в виде субъекта, решение будет принято тогда же.
▪️В Херсонскую область направят учителей из Крыма, чтобы подготовить педагогов к проведению уроков по российскому стандарту.

 @vestiru24 ",Banks of the Kherson Region Integrate into the Banking System of the Russian Federation,"The banks of the Kherson region are integrating their operations into the Russian banking system. The structure of power in the area will be modeled after that of Russian regions, and by year-end, the necessary legislation for the region to become a part of Russia as a subject will be prepared. Additionally, teachers from Crimea will be sent to help prepare local educators for teaching according to Russian educational standards.",The Herson region of Ukraine has integrated its banking system with the Russian banking system. The region's structure of power will be similar to that of Russian regions.,"Banks in Herson region are set to integrate with the Russian banking system. The structure of power will be modeled after that of other regions within Russia, and by year's end a legislative framework for joining as an autonomous subject is expected to have been prepared.","The banks in Herson Oblast are integrating into the Russian banking system. The local governance structure will be aligned with that of other Russian regions. By year's end, a legislative framework for joining Russia as a subject will be prepared and decided upon. Additionally, teachers from Crimea will be sent to Herson Oblast to train educators on the Russian educational standard."
ВЕСТИ_32318,"Песков о возможности присоединения Херсонской области   к России:   ""Безусловно, быть или не быть такому обращению , должны решать все-таки жители Херсонской области – это первое. И определять свою судьбу тоже должны жители Херсонской области"" . Пресс-секретарь президент РФ добавил, что этот вопрос ""должен быть четко и тщательно выверен и оценен юристами и правовиками"".

 @vestiru24 ",Peskov stated that the decision on joining Russia should be made by the residents of the Kherson region. He also emphasized the need for legal experts to carefully assess the situation.,Russian presidential press secretary Dmitry Peskov has stated that the decision about whether or not to join the Kherson region to Russia should be made by its residents. He also emphasized the need for careful legal and expert evaluation before any such move.,"The Russian presidential press secretary stated that the decision to annex the Kherson region should be made by its residents, and it should be thoroughly evaluated by lawyers and legal experts.","The press secretary for the Russian president has expressed opposition to any annexation attempts by Ukraine over parts of Crimea and Sevastopol, stating that such actions would violate international law. He emphasized respect towards Ukrainian sovereignty while also highlighting concerns about potential provocations from Kyiv.","Press Secretary Peskov of the Russian President stated that the decision on whether the residents of the Kherson region should seek to join Russia must be made by the people themselves. He emphasized that it is crucial for the inhabitants of the Kherson region to determine their own fate. Additionally, he noted that this issue needs to be thoroughly examined and assessed by legal experts."
ВЕСТИ_32354,"Подборка самых важных и актуальных новостей этого дня:

➡️ В России начали выплачивать новое пособие на детей

 ➡️ Неприятие переписывания истории: необъятное поле цветов в Риге

 ➡️ В Калининграде предотвратили теракт 9 мая

 ➡️ Песков прокомментировал ситуацию с транзитом газа через Украину

 ➡️ ""Никаких ХНР"": Херсонская область хочет войти в состав России

 @smotrim_ru ",Here's a rundown of the most important news stories from today:,"Russia starts new child allowance, Riga protests historical revisionism, Kalingrad foils terror plot, and more...",The Russian government has introduced a new child allowance to help alleviate the economic burden on families amid rising inflation and food prices.,"In Russia, a new child benefit payment has been initiated. In Riga, Latvia, there is an ongoing protest against rewriting history with a massive floral display. A potential terrorist attack was thwarted in Kaliningrad on May 9th. Russian Deputy Prime Minister Igor Strelski commented on the transit of gas through Ukraine amidst tensions between Russia and Ukraine.","Today's news roundup includes several significant developments: In Russia, a new child benefit payment has commenced. A large field of flowers in Riga symbolizes opposition to rewriting history. Authorities in Kaliningrad have thwarted a potential terrorist attack on May 9th. Dmitry Peskov commented on the situation regarding gas transit through Ukraine. The Kherson region expressed its desire to join Russia, rejecting any notion of an independent state."
ВЕСТИ_32403,"Валентина Матвиенко заявила, что Россия согласится с любым решением, которое примут жители Херсонской области относительно будущего статуса своей территории.

▪️Спикер Совфеда также прокомментировала возможный снос памятника в Риге. "" Символом европейской демократии стал бульдозер "", – заявила Матвиенко. 

 @vestiru24 ","Speaker of the Federation Council, Valentina Matvienko, stated that Russia would agree to any decision made by the residents of the Kherson region regarding the territory's future status. She also commented on the potential demolition of a monument in Riga, stating, ""The bulldozer has become a symbol of European democracy.""","Russian Federation will respect any decision made by the residents of the Kherson region regarding their territory’s future status, according to Valentina Matviyenko.",Russian politician Valentina Matviyenko has stated that Russia will accept any decision made by residents of the Kherson region regarding the status of their territory.,"Russian politician Valentina Matviyenko stated that Russia will agree to any decision made by the residents of the Kherson region regarding its future status. She also commented negatively about a possible bulldozer demolition in Riga, calling it 'a symbol of European democracy'.","Valentina Matvienko, Speaker of the Federation Council, stated that Russia would agree with any decision made by the residents of Kherson region regarding their territory's future status. She also commented on a potential monument demolition in Riga, suggesting that 'a bulldozer has become a symbol of European democracy.'"
